uuid,qid,difficulty,stem,gold,haiku_answer,haiku_confidence,haiku_reasoning,matched,similarity,ok,latency_ms,input_tokens,output_tokens,error,b2_severity
0ef33fd0-138c-44f8-9df4-8a2cfe63d0d0,WB-PRD-0242-L2,2,A Georgian winery is suspected of producing falsified wine for export to Russia in 2006. Which action is the government most likely to take based on the events of that year?,Close down the winery after a government revision,Impose a ban or embargo on Georgian wine exports to Russia,0.72,"In 2006, Georgia and Russia had significant geopolitical tensions, and Russia imposed a ban on Georgian wine imports citing quality and safety concerns, which was widely understood as a political/economic sanction rather than purely a food safety measure.",False,0.393,True,2146,158,95,,warn
85a66052-7c70-4faa-8ac0-d8a8c7fcb157,WB-BIZ-0180-L2,2,"A white wine from Italy has a median market price of $20, produced primarily in the Piedmont region. Which grape variety is most likely responsible for this pricing trend?",Arneis,Moscato d'Asti,0.65,"Moscato d'Asti is a well-known white wine from Piedmont with a median price around $15-25, though Cortese (Gavi) is also a strong possibility at similar price points, but Moscato d'Asti's popularity and production volume in Piedmont make it the more likely answer for this price range.",False,0.1,True,1898,156,119,,fail
8811163d-85e7-441a-88e4-105273b57581,WB-PRD-0243-L2,2,"Imagine you are the winemaker at Château Musar in Lebanon. In 1992, you face a challenging vintage with weaker-than-usual grapes. Your predecessor, Serge Hochar, managed the estate from 1959 until his passing in 2014. Knowing that the red Musar is typically oak aged for longer periods, and considering the current vintage's weakness, what decision might you make regarding the 1992 red Chateau Musar production?",Declassify the 1992 vintage due to its weak quality,"Reduce oak aging time or intensity to avoid over-extraction and harsh tannins that would be exacerbated by weaker grape material, or potentially declassify/blend more conservatively to maintain quality standards rather than release a substandard vintage wine",0.35,"While I know Château Musar is renowned for traditional winemaking and extended oak aging, I cannot reliably recall specific details about the 1992 vintage decisions or Serge Hochar's exact tenure dates to confidently answer what the actual winemaking choice was in this scenario.",False,0.168,True,2271,228,149,,fail
65faf987-bfb4-4d64-bcb4-81a3abf7eced,WB-BIZ-0177-L2,2,Growing consumer focus on environmental practices and product integrity in viticulture has led to greater market interest in which category of wine production?,Organic and biodynamic,Organic and biodynamic wines,0.85,"Growing consumer focus on environmental practices and product integrity directly aligns with the organic and biodynamic wine movement, which emphasizes sustainable viticulture, minimal chemical inputs, and natural farming methods that have seen significant market growth in recent years.",True,1.0,True,2722,147,89,,fail
2e156464-4ef6-4786-bc08-6173cf82c21c,WB-PRD-0225-L2,2,"In the Australian state of Victoria, which white grape saw notably expanded plantings for varietal bottlings during the late 1990s and into the 2000s?",Viognier,Pinot Grigio,0.45,"During the late 1990s and 2000s, Pinot Grigio experienced significant global popularity and expanded plantings in many regions including Australia, though I'm not entirely certain this was the most notable expansion in Victoria specifically during that period, as Sauvignon Blanc and other varieties also saw growth.",False,0.2,True,1738,156,106,,warn
04b81efa-9d37-456d-a000-b6d4ae890671,WB-PRD-0224-L2,2,"A German wine organization comprising over 200 member estates has enforced binding quality benchmarks for its members and, beginning in 1990, added ecological criteria to those standards. Which organization is this?",VDP (Verband Deutscher Prädikatsweingüter),Verband Deutscher Prädikatsweingüter (VDP),0.72,"The VDP is a prestigious German wine organization known for strict quality standards among its member estates and for incorporating ecological/sustainability criteria into its regulations, though I'm not entirely certain about the specific 1990 date or exact member count.",True,0.878,True,2602,162,99,,warn
a248fc6b-b0c9-478c-bcbc-50e51602b918,WB-PRD-0226-L2,2,"A 2022 release named 'Brother Nature' was produced as a genuine field blend of 12 white grape varieties, all interplanted in a single parcel and harvested and fermented together. Which Austrian winemaking tradition does this method emulate?",Gemischter Satz,Gemischter Satz,0.85,"Gemischter Satz is a traditional Austrian winemaking practice of interplanting multiple white grape varieties in a single vineyard parcel and harvesting/fermenting them together, which directly matches the description of the 'Brother Nature' field blend method.",True,1.0,True,1896,177,96,,fail
1eea7914-6e11-4845-bf46-d03a8ac5d8b1,WB-PRD-0228-L2,2,"Which producer is based in Lisle-sur-Tarn, about 50 kilometres northeast of Toulouse, in the central part of the Gaillac wine area in southern France?",Château de Saurs,Domaine de Très Cantous,0.35,"While I have general knowledge of Gaillac as a wine region in southwest France near Toulouse, I cannot reliably recall a specific producer definitively based in Lisle-sur-Tarn, and this answer is largely a guess based on fragmentary memory.",False,0.359,True,1983,162,99,,fail
c9860663-bd36-4ec7-89fb-d54891bbe583,WB-PRD-0227-L2,2,"In the 1855 Bordeaux Classification, how many estates were ranked as Cinquièmes Crus (Fifth Growths)?",Eighteen,18,0.72,"The 1855 Bordeaux Classification had five tiers of Crus Classés, with the Fifth Growths being the largest category; I recall approximately 18 estates were classified at this level, though the exact number is uncertain.",False,0.0,True,2132,151,87,,pass
626298ae-e438-430c-82d4-3a99eaeb2809,WB-PRD-0229-L2,2,Which Australian producer is identified as both the earliest vineyard founded in the area now called Eden Valley and the first estate to put Riesling into the ground in Australia?,Pewsey Vale,Hochkirch,0.35,"I have uncertain knowledge about early Eden Valley vineyards and the first Australian Riesling plantings; while I believe there are early German-heritage producers in Eden Valley, I cannot confidently verify which specific producer holds both distinctions of earliest vineyard and first Riesling planting in Australia.",False,0.0,True,2022,156,101,,fail
28cd2597-346a-4b27-821c-680d0f380c8e,WB-PRD-0231-L2,2,"Which Champagne house, established in 1858 by Eugène Mercier, is noted here for making both vintage and non-vintage cuvées?",Champagne Mercier,Mercier,0.85,"The question directly references a house established in 1858 by Eugène Mercier, and Mercier is a well-known Champagne house founded by that person in that year, known for producing both vintage and non-vintage champagnes.",True,1.0,True,1552,156,91,,fail
852845c7-31bf-4cd4-aaf7-741d3eb7f3de,WB-PRD-0230-L2,2,"Which event is staged on the grounds of Mount Hope Estate and Winery in Manheim, Pennsylvania, and runs across 13 weekends from early August to late October?",Pennsylvania Renaissance Faire,Pennsylvania Renaissance Faire,0.75,"Mount Hope Estate and Winery in Manheim, Pennsylvania is known to host a Renaissance Faire that runs for multiple weekends during late summer and fall, which matches the described timeframe of early August to late October across 13 weekends.",True,1.0,True,1782,158,90,,fail
75c29f77-5f6c-45b3-b1c8-7f6cad0d7cc8,WB-VIT-0186-L2,2,What was the main effect of canopy manipulation on the grapevines in the study?,Increased lighting conditions in the canopy,I cannot provide a specific answer without knowing which study is being referenced,0.2,"This question refers to a specific study on canopy manipulation in grapevines, but without the study context, I cannot identify which research is being asked about or what its main findings were, as multiple studies have examined canopy management effects on vine physiology, fruit quality, and yield.",False,0.128,True,1903,140,106,,fail
bbe995a3-cde5-418f-b231-ccefa3a72b72,WB-PRD-0223-L1,1,What wine region is Château Bélair-Monange part of?,Saint-Émilion,Pomerol,0.72,"Bélair-Monange is a château in Bordeaux, France, and based on the naming conventions and my training knowledge, it appears to be associated with Pomerol, though I'm not entirely certain of this specific property's classification.",False,0.1,True,10269,137,90,,fail
594f50a8-3c6f-440d-91fc-c75d5bac733c,WB-BIZ-0183-L2,2,During which year did the national legislature of Spain officially enact the Vino de Pago quality tier?,2003,2003,0.65,"Vino de Pago was established as a quality tier in Spanish wine law in the early 2000s, with 2003 being my best recollection for when it was officially enacted by the Spanish legislature, though I acknowledge uncertainty on the exact year.",True,1.0,True,1623,144,92,,fail
241a2f81-ded8-40c7-aa71-af166560cba8,WB-BIZ-0186-L2,2,"Which Spanish Denominación de Origen Protegida uses the four-tier maturity labeling sequence Cosecha, Crianza, Reserva, and Gran Reserva?",Penedès DOP,Rioja,0.95,"Rioja is the most famous Spanish DOP known for using the four-tier aging classification system of Cosecha, Crianza, Reserva, and Gran Reserva, which designates minimum aging periods in barrel and bottle.",False,0.125,True,1374,161,87,,pass
4c54192d-8c8a-404e-8993-5fa9d8a66e0a,WB-GRP-0222-L2,2,Which red grape variety is characterized by producing wines with pronounced tannin structure and often reaches high levels of alcohol due to its late ripening and thick skins?,Mourvèdre,Nebbiolo,0.75,"Nebbiolo is renowned for its thick skins, late ripening characteristics, and wines with notably high tannin structure and alcohol levels, particularly in regions like Piedmont, Italy.",False,0.118,True,1644,154,78,,fail
b9af0148-e8aa-4c6d-b7ba-60427e7e10b9,WB-BIZ-0182-L2,2,"Under the official regulatory frameworks of both the United Kingdom and the European Union, which specific classification level is granted to 'English regional wine'?",Protected Geographical Indication,Protected Designation of Origin (PDO) or Protected Geographical Indication (PGI),0.35,"English regional wines would likely fall under EU/UK geographical indication frameworks, but I'm uncertain whether 'English regional wine' as a specific classification level exists in official regulatory documents, and the exact terminology may differ between UK and EU frameworks post-Brexit.",True,1.0,True,2200,150,104,,fail
ab7ffa36-1cb4-4079-b7fd-d395d3e4e72f,WB-GRP-0219-L2,2,"A red-skinned grape variety is noted for lacking the aromatic profile typical of Gewürztraminer, despite sharing a similar skin color with certain Traminer variants. Which grape is described by this characteristic?",Savagnin rose,Trollinger,0.35,"The question describes a red-skinned grape lacking aromatic profile despite color similarity to Traminer variants, but I'm uncertain whether Trollinger is the intended answer, as the specific comparative characteristics mentioned are not clearly established in my training knowledge.",False,0.261,True,2097,166,87,,pass
4bfdea06-bc78-464b-87dc-9ecee225a7ae,WB-BIZ-0184-L2,2,"Following a severe downward trend in winemaking volume that began in 2016, which country saw its total national output drop beneath 4,000,000 hectolitres by the year 2023?",China,Italy,0.65,"Italy has historically been one of the world's largest wine producers but has experienced significant production challenges due to climate issues, disease, and vineyard losses since the mid-2010s, making it plausible that output fell below 4 million hectolitres by 2023.",False,0.4,True,2366,165,93,,pass
ff5ebd5a-9553-4673-abd0-3a76d7fe5e07,WB-BIZ-0188-L2,2,"When member states approve an OIV resolution by consensus, what status does that resolution have before individual countries choose to adopt it into domestic wine law?",A non-binding recommendation that many nations later use in their own legislation,The resolution has the status of a recommendation or non-binding guidance that member states may voluntarily adopt into their domestic wine law,0.45,"The OIV (International Organisation of Vine and Wine) operates as an intergovernmental organization where resolutions typically serve as recommendations rather than binding international law, but I have limited specific knowledge about the precise formal status of consensus-approved resolutions before domestic adoption.",False,0.42,True,2492,151,114,,fail
664b4d69-76ef-4381-96d1-f5c11ee0b0a5,WB-VIT-0189-L2,2,Which wine region's terroir is characterized by a transition from morainic gravels near the shores of Lake Garda to residual gravels of dolomite origin combined with alluvial sediments within its central flatlands?,Valpolicella,Bardolino,0.65,"Bardolino is a wine region near Lake Garda in northeastern Italy known for its distinctive terroir involving glacial morainic deposits from the lake shores transitioning to gravelly soils with dolomitic influences in the interior plains, which matches the described geological progression.",False,0.381,True,1526,169,95,,pass
563ee7cb-c0eb-4425-9e27-8a73ee9daeea,WB-VIT-0191-L2,2,"A European nation's viticultural map is broadly categorized into three primary geographic zones known locally as Zapadna kontinentalna, Istočna kontinentalna, and Primorska. Which country utilizes this specific regional classification?",Croatia,Slovenia,0.72,"The terms 'Zapadna kontinentalna' (Western Continental), 'Istočna kontinentalna' (Eastern Continental), and 'Primorska' (Coastal) appear to be in Slovenian/South Slavic languages, and Slovenia's wine regions are indeed classified into these three main geographic zones reflecting continental and Mediterranean influences.",False,0.4,True,1622,170,109,,pass
400c1e84-bade-4712-9051-cd28b51964eb,WB-WMK-0185-L2,2,"Which winemaking technique is commonly used for Tempranillo, similar to the process used in Beaujolais?",Carbonic maceration,Carbonic maceration,0.6,"Beaujolais is famous for carbonic maceration to produce light, fruity wines, and some Tempranillo producers, particularly in regions like Rioja, use similar techniques to create fresher, more fruit-forward styles, though traditional oak aging remains more common for Tempranillo.",True,1.0,True,1990,147,102,,fail
ec0e2574-729e-425e-8720-3f05d410881b,WB-VIT-0190-L2,2,"As of 2022, what was the approximate worldwide surface area managed under organic grape-growing protocols, and what share of the overall planted acreage did this represent?","540,000 hectares, equating to 7.5 percent of all plantings","Approximately 400,000-450,000 hectares of organic vineyards worldwide as of 2022, representing roughly 3-4% of total global vineyard acreage",0.55,"Based on general knowledge that organic viticulture has been growing steadily in Europe (particularly Spain, Italy, France) and other regions, with Spain and Italy leading in absolute hectares, and that organic represents a small but meaningful minority of global wine production, though exact figures are uncertain without access to current industry data.",False,0.343,True,2339,156,138,,warn
6eb2f957-f611-4248-bed0-38d97985a6ed,WB-WMK-0184-L2,2,What is the permitted tolerance for the stated percentage of each grape variety on a US wine label that lists two or more varieties?,±2%,2 percent,0.45,"US wine labeling regulations allow a small tolerance for stated grape percentages, and I believe it's around 2%, but I'm not highly confident in this specific figure as TTB regulations on this detail are not something I'm certain about from my training data.",True,1.0,True,2416,146,90,,warn
0f8a64d9-5a94-4564-830d-7dfc6bdd79c9,WB-WMK-0187-L2,2,Which aspect of the winemaking process requires careful handling and temperature control for Argentine wine?,Fermentation,Fermentation,0.72,"Fermentation is universally critical in winemaking and requires precise temperature control to manage yeast activity and preserve desired flavors, which is especially important for Argentine wines (particularly Malbec and other reds) where temperature management affects the final quality and character of the wine.",True,1.0,True,1467,139,95,,fail
0e174f88-a576-47d5-ba89-cb4925d98992,WB-WMK-0186-L2,2,"According to the OIV, for which purposes is activated carbon permitted in winemaking?",Decolourising musts and removing off-odours,"Activated carbon is permitted in winemaking for decolorization and removal of unwanted compounds such as oxidized phenolics, off-flavors, and other impurities that affect wine quality.",0.65,"Based on general winemaking knowledge, activated carbon is a common fining agent used primarily for clarification and removal of color/off-flavors, though I am not certain of the exact OIV regulatory language or complete list of permitted purposes.",False,0.248,True,2358,140,127,,fail
796d7194-be9e-45d8-a16e-60e5f154b56a,WB-BIZ-0189-L2,2,"According to a recent industry survey, which two markets account for 65% of English wine exports?",USA and Scandinavia,United States and European Union (particularly Germany and France),0.35,"English wine exports have grown significantly in recent years, and the US is typically a major market for premium wines, but I lack specific recent survey data on the exact two markets accounting for 65% of English wine exports, making this largely speculative.",False,0.31,True,1687,141,94,,warn
88ada61c-76ba-4e8c-9d94-10fb5665fe90,WB-BIZ-0190-L2,2,How many bottles of Prosecco DOC were produced in 2023?,Around 600 million,approximately 500-600 million bottles,0.35,"Prosecco DOC is a major production region, and I recall production volumes are in the hundreds of millions annually, but I lack specific verified data for 2023 and cannot reliably distinguish this year's production from other recent years.",False,0.545,True,1833,138,92,,warn
87fc9c5d-3f25-4a98-a626-c1a85a8a8e34,WB-GRP-0228-L2,2,"Following the phylloxera crisis, vineyards in which country were replanted onto American rootstocks, with 99 Richter and 110 Richter now the most common choices?",South Africa,France,0.75,"France was the most severely affected by phylloxera in the late 19th century and led the replanting efforts using American rootstocks; 99 Richter and 110 Richter are German rootstock designations commonly used in European vineyards, particularly in traditional wine regions like Bordeaux and Burgundy.",False,0.333,True,1542,164,106,,fail
21361abe-9ac7-4018-b555-fe52d3f23e01,WB-GRP-0229-L2,2,Which group of grape varieties is identified as being grown in Chile under the cooling effect of the Pacific coast?,"Syrah, Carménère, Sauvignon Blanc, Pinot, and Chardonnay","Pinot Noir, Chardonnay, and Sauvignon Blanc",0.72,"Chile's coastal regions, particularly areas like Casablanca Valley and San Antonio Valley, are known for growing cool-climate grape varieties that benefit from Pacific Ocean cooling effects, with Pinot Noir, Chardonnay, and Sauvignon Blanc being the most prominent examples.",False,0.505,True,1472,142,114,,warn
f5e1ad9e-e0aa-4cc0-8c7d-d22790cd5fa2,WB-BIZ-0191-L2,2,Which Slovenian wine classification level corresponds to the German Spätlese level in terms of sweetness?,Pozna trgatev,Pozna trgatev,0.45,"Pozna trgatev (late harvest) is Slovenia's closest equivalent to German Spätlese in terms of harvest timing and resulting sweetness levels, though I have limited confidence in the precise correspondence of Slovenian classification terminology.",True,1.0,True,1938,144,89,,warn
ca903853-b5ec-4339-8743-5431302c597d,WB-GRP-0230-L2,2,Which Austrian wine category is generally a lusciously sweet dessert style produced from berries affected by noble rot?,Ausbruch,Beerenauslese,0.85,"Beerenauslese is an Austrian (and German) wine category made from individually selected berries affected by noble rot (Botrytis cinerea), producing a lusciously sweet dessert wine, fitting all the criteria in the question.",False,0.286,True,1658,144,94,,fail
5484363b-0906-488d-bd69-1a3aafa2c88e,WB-VIT-0192-L2,2,"Which Central Otago subregion is situated to the east of both the Clutha River / Mata-Au and Lake Dunstan, with vineyards on mid-level sites around 220 metres and also on upper terraces at roughly 330 to 350 metres?",Bendigo,Pisa,0.65,"Pisa is a known Central Otago subregion positioned east of the Clutha River and characterized by elevated vineyard sites at varying altitudes, though I'm not entirely certain about the specific geographic positioning relative to Lake Dunstan or the exact elevation ranges mentioned.",False,0.182,True,1832,183,94,,fail
8f404c88-3bf6-4928-9dcc-6c3a01c213f8,WB-REG-0198-L2,2,"In which country's viticultural industry do white styles account for exactly 67% of total volume, with the bulk of this production concentrated in its inland continental areas?",Croatia,Hungary,0.35,"Hungary has significant white wine production in continental inland regions like Tokaj and Lake Balaton, but I cannot reliably verify the exact 67% figure from memory, making this an educated guess rather than confident knowledge.",False,0.143,True,6312,155,80,,pass
5b69804b-2769-499d-af47-007536b9c43f,WB-BIZ-0192-L2,2,"What is the recommended daily consumption of red wine, such as Cviček, to improve antioxidant activity in the blood and prevent aggregation?",1 to 2 glasses,"Approximately 100-150 mL (3-5 ounces) per day for women, and up to 150-200 mL (5-7 ounces) per day for men",0.45,"General health guidelines suggest moderate red wine consumption (around 1 glass daily) for potential cardiovascular benefits including antioxidant activity, but this question appears to reference specific research on Cviček (a Croatian wine) that I cannot reliably recall with precision, making this an educated guess based on standard moderate consumption recommendations rather than evidence-based certainty.",False,0.15,True,2721,153,154,,fail
814495e4-d31d-4dff-a4e9-93d5d617708b,WB-VIT-0193-L2,2,Which Portuguese wine area lies on limestone uplands at the northern edge of the broader Lisboa zone and reaches into the southwest of Beiras?,Encostas d'Aire,Arruda,0.35,"Arruda is a Portuguese wine region north of Lisboa, but I'm not confident it specifically matches the description of limestone uplands at the northern edge of Lisboa reaching into southwest Beiras; this could also be Óbidos or another Estremadura region, and I'm uncertain which best fits all the geographic criteria.",False,0.19,True,1987,149,104,,pass
64cf7c28-d88b-4c06-83d7-1f73ee7a787a,WB-VIT-0194-L2,2,"Which producer is described as holding large vineyard holdings in Israel's northern Sharon Plain, the country's biggest grape-growing area influenced by the Mount Carmel range and Mediterranean breezes?",Carmel,Carmel Winery,0.65,"Carmel Winery is one of Israel's largest and oldest wine producers with significant vineyard holdings in the Mount Carmel region and northern areas, though I'm not entirely certain about the specific Sharon Plain designation or whether this is the exact producer being referenced.",True,1.0,True,1657,160,94,,pass
0ec9373e-8f4b-4c31-8946-5a5211631605,WB-WMK-0189-L2,2,Which method was used to produce sweet wines by fermenting grapes that had undergone moisture reduction prior to fermentation?,Fermentation of dehydrated grapes,Passito method,0.75,"The Passito method involves drying grapes (either on the vine or after harvest) to concentrate sugars through moisture reduction before fermentation, which is a traditional Italian technique for producing sweet wines.",False,0.213,True,1853,145,79,,fail
aa0e5eb4-8fd3-426d-81de-daa65ad17b36,WB-WMK-0190-L2,2,Which traditional winemaking approach is characterized as an extreme expression of Georgian viticultural heritage?,Kakhetian method,Qvevri (or Kvevri) winemaking,0.85,"Qvevri is the ancient Georgian method of fermenting and aging wine in large buried clay vessels, recognized by UNESCO as an intangible cultural heritage, and represents an extreme/traditional expression of Georgian winemaking that dates back thousands of years.",False,0.222,True,2071,140,101,,pass
e68ed9f4-9289-476f-90d9-552594040e06,WB-REG-0203-L2,2,Which county pair contains the Rogue Valley AVA?,Jackson and Josephine,Jackson and Josephine counties,0.85,"The Rogue Valley AVA is located in southwestern Oregon and spans Jackson and Josephine counties, with the Rogue River running through the region.",True,1.0,True,1579,133,72,,fail
c92540e5-4096-4ba5-9d7c-6cae017590e6,WB-REG-0205-L2,2,"One U.S. state is responsible for the vast majority of the nation's wine production, with some estimates indicating that as much as 90% of American wine volume originates there. Which state is this?",California,California,0.95,"California has long been the dominant wine-producing state in the U.S., with regions like Napa Valley and Sonoma being world-renowned, and the state's climate, geography, and established wine industry infrastructure support production at a scale that dwarfs other states.",True,1.0,True,1377,164,92,,fail
24493015-defb-404b-b2aa-ed966fea1f2d,WB-REG-0202-L2,2,"In Portugal, some zones within a broader wine region receive a higher-controlled appellation status. Under which DOC title are certain areas of Alentejo classified?",Alentejo DOC,Reguengos de Monsaraz,0.45,"I recall that certain sub-regions within Alentejo have elevated DOC status, and Reguengos de Monsaraz is one such area I associate with Alentejo, but I'm not entirely certain this is the specific answer being sought or if there are other qualifying zones.",False,0.364,True,1877,155,106,,fail
c7931452-e81e-469b-946f-28363960b533,WB-GRP-0235-L2,2,"Which California AVA, located within Lake County, officially permits Petite Sirah as an approved grape variety?",Big Valley District-Lake County AVA,Guenoc Valley,0.45,"Guenoc Valley is a known Lake County AVA, but I'm not confident about the specific detail regarding Petite Sirah being officially permitted as an approved variety, as AVA regulations and approved varietals are highly specific technical details that I may not have reliable information about.",False,0.333,True,2116,145,98,,pass
ef58c743-0808-48aa-8054-eff4ae33c5c7,WB-REG-0208-L2,2,"With more than 150 officially recognized American Viticultural Areas within its borders, which US state holds the highest count of AVAs in the country?",California,California,0.95,"California is by far the dominant wine-producing state in the US with the most established and recognized wine regions, including Napa Valley, Sonoma, Paso Robles, and many others, making it highly likely to have the most AVAs.",True,1.0,True,1238,153,88,,fail
750e85b1-df9f-4dae-a9ff-aba9536751ae,WB-REG-0206-L2,2,"A white Italian wine made from dried Garganega grapes, requiring a minimum of 12% alcohol and produced in a style that may retain residual sugar, was elevated to the highest national quality classification in 1998. Which wine received DOCG status in that year?",Recioto di Soave,Recioto di Soave,0.72,"Recioto di Soave is made from dried Garganega grapes in the Veneto region, has minimum 12% alcohol, can retain residual sugar, and was elevated to DOCG status in 1998, matching all the specified criteria.",True,1.0,True,2114,179,99,,fail
95a360f8-1f60-4a1c-8f68-34a4955b1169,WB-REG-0207-L2,2,"Within the appellation system governing Soave production in Italy's Veneto region, which tier carries DOCG status rather than DOC?",Soave Superiore,Soave Classico,0.72,"Soave has a tiered system where the original/traditional heartland area (Classico) was elevated to DOCG status, while the broader Soave appellation remains DOC, following the common Italian pattern of reserving DOCG for more restricted, higher-quality zones.",False,0.621,True,2088,151,101,,warn
0fbe1f4c-6ea4-4b14-8516-2f4df5bad125,WB-REG-0209-L2,2,Approximately what proportion of Argentina's total wine output is made up of red wine?,Close to 60%,approximately 70-75% of Argentina's wine output is red wine,0.72,"Argentina is known as a major red wine producer, particularly for Malbec, and my training data suggests red wines dominate their production, though I'm not certain of the exact percentage.",False,0.171,True,1779,138,87,,warn
c6d13597-10e1-4fec-8ff0-d75d4b379f24,WB-WMK-0194-L2,2,"In appellation-controlled (PDO) vineyard parcels, observations showed that applying fertilizer failed to produce any changes in the final crop volume. What is the probable cause for this specific outcome?",Decreased rates of mineral and nutrient uptake by the vines.,"The vineyard soil already contains sufficient nutrient levels, or the vines are limited by other factors such as water availability, sunlight, or temperature rather than nutrient deficiency.",0.72,"In established PDO vineyards, soils are often naturally balanced or previously fertilized; additionally, wine quality regulations may restrict fertilizer use, and crop volume in quality-focused viticulture is typically constrained by deliberate canopy management and environmental factors rather than nutrient availability.",False,0.266,True,1823,162,129,,pass
229a4d3a-50bf-4035-a64d-e0edc7efdbeb,WB-WMK-0193-L2,2,"Under DOCG regulations, what is the minimum period of bottle aging required for Brunello di Montalcino prior to commercial release?",4 months,5 years,0.75,"Brunello di Montalcino is a prestigious Tuscan DOCG wine known for strict aging requirements; I recall the minimum aging period being 5 years total (including barrel and bottle aging), with a significant portion in bottle, though the exact bottle-only requirement is less certain in my memory.",False,0.267,True,1995,151,102,,warn
4771a38b-09ec-4ae3-874a-12fb0796e412,WB-WMK-0192-L2,2,Harvesting grapes at a lower stage of ripeness has been proposed as a way to limit the alcohol level of red wines. What is a recognized drawback of this approach related to the seeds of underripe berries?,Immature seeds contribute additional astringency and bitterness to the wine,"Underripe grape seeds are more bitter and astringent, leading to harsh, unpleasant tannins in the finished wine that are difficult to integrate and age gracefully.",0.72,"Grape seed tannins are known to become harsher and more green/vegetal when grapes are underripe, as phenolic maturity lags behind sugar ripeness, which is a well-documented principle in viticulture and winemaking.",False,0.346,True,2263,168,127,,fail
9afc512b-739c-4bbe-9685-fc9178d569c4,WB-REG-0210-L2,2,In which part of the Graves region of Bordeaux is the Pessac-Léognan appellation located?,Northern part,Northern Graves,0.85,"Pessac-Léognan is a prestigious sub-appellation within Graves that is located in the northern part of the region, closer to Bordeaux city, and is known for producing high-quality red and white wines.",False,0.714,True,2092,147,86,,fail
5b914a0d-39b5-47ff-a973-ef0c3c233e8e,WB-REG-0212-L2,2,"What is the minimum percentage of Sangiovese, locally known as Prugnolo Gentile, required in Vino Nobile di Montepulciano DOCG wines?",70%,80%,0.72,"Vino Nobile di Montepulciano DOCG regulations require a minimum of 80% Sangiovese (Prugnolo Gentile), with the remainder allowed to be other approved varieties, which is consistent with other major Tuscan Sangiovese-based DOCGs like Brunello di Montalcino.",False,0.5,True,1872,163,112,,warn
aeb79c8b-e87e-4a1a-b91e-d48e52348316,WB-VIT-0196-L2,2,"An ancient Croatian white grape cultivated in vineyards surrounding Dubrovnik had dwindled to just 200–300 surviving vines roughly twenty years ago before being revived to nearly 40 hectares, and is now prized for producing premium dessert wines. Which variety is this?",Malvasija dubrovačka,Malvasia Dubrovnika,0.72,"This matches the profile of an ancient Croatian white grape from the Dubrovnik region that nearly went extinct and was revived, known for producing sweet/dessert wines, though I'm not entirely certain of the exact hectare figures or current production status.",True,0.872,True,1922,184,94,,fail
6075785b-5b64-4d64-8d43-02491d34e62d,WB-PRD-0232-L2,2,"Which historic producer is situated within the earliest legally safeguarded viticultural zone in New Zealand and has been crafting, blending, and bottling limited-production wines exclusively on the premises using its initial 1895 structures?",Te Mata Estate,Chard Farm,0.35,"While I know Martinborough was New Zealand's earliest legally protected wine region (1980s), and that some historic producers operate there, I cannot reliably confirm which specific producer uses original 1895 structures and meets all the criteria specified in this question.",False,0.25,True,1653,169,91,,pass
a771e972-b5f5-4622-9d34-dd9e0ada533a,WB-PRD-0234-L2,2,The legal right to apply the 'Tokaj' brand name on commercial labels is officially granted to estates located in designated areas of which two European nations?,Hungary and Slovakia,Hungary and Slovakia,0.85,"Tokaj is a historic wine region primarily in northeastern Hungary, but the Tokaj designation area was expanded to include a portion of Slovakia (the Zemplén region) as part of EU regulations and bilateral agreements, making both nations official holders of the Tokaj appellation rights.",True,1.0,True,1521,153,96,,fail
6317149a-22e0-4eb0-a379-9a9129001e20,WB-VIT-0197-L2,2,"A cool-climate South African viticultural district, located roughly one hour east of Cape Town and sheltered within the ancient sandstone Hottentots Holland range, historically produced apples before becoming known for wine. Which district is this?",Elgin,Stellenbosch,0.72,"Stellenbosch is a well-known cool-climate wine region roughly one hour east of Cape Town, nestled in mountainous terrain, and has historical agricultural roots, though I'm not entirely certain about the specific apple-growing history or the Hottentots Holland range detail.",False,0.353,True,2095,170,98,,fail
0cd96fba-05b3-48cc-83ee-70ebc6087e7e,WB-WMK-0195-L2,2,"When a winemaker utilizes the identical Sangiovese fruit designated for Brunello, what is the minimum mandated maturation duration required to release it under the Rosso di Montalcino DOC?",12 months,1 year,0.65,"Rosso di Montalcino is the younger, more approachable version of Brunello di Montalcino made from the same Sangiovese Grosso fruit, and typically requires significantly less aging than Brunello (which requires 5 years); the minimum is generally around 1 year in wood or bottle combined, though I'm not entirely certain of the exact current regulation.",False,0.267,True,3527,168,123,,pass
3553892f-1589-4c0d-b70b-e3afda850d9c,WB-PRD-0233-L2,2,"Which South American wine estate, launched by Moët-Hennessy during 1996, operates out of a restored 1898 facility and manages eight distinct terraced sites along the eastern Andean slopes?",Terrazas de los Andes,Terrazas de los Andes,0.72,"Terrazas de los Andes is a well-known Moët-Hennessy property in Mendoza, Argentina, established in the 1990s with a focus on terraced vineyard sites in the Andes foothills, though I'm not entirely certain about the specific 1898 facility detail or the exact launch year of 1996.",True,1.0,True,2341,167,123,,fail
