fact_id,domain,subdomain,fact_text,ok,world_solvable,confidence,candidate_question,candidate_answer,reasoning,latency_ms,input_tokens,output_tokens,error
8334e8be-05fd-4cf4-9f50-5ab28799f2c0,grape_varieties,south_america,"By the mid to late 20th century, many acres of Malbec were uprooted and planted with different varieties.",True,False,0.25,What happened to many acres of Malbec vineyards in the mid to late 20th century?,Many acres were uprooted and replanted with different grape varieties,"While an LLM might know Malbec declined in some regions, the specific claim that acres were systematically uprooted and replanted with different varieties in this timeframe is a precise historical detail that requires knowledge of this particular fact rather than general wine knowledge.",2014,288,149,
87529531-a556-4e94-9bee-b8e0e3ed2f71,winemaking,eu_regulations,"== New World sparkling wine ==


=== American sparkling wine ===
Sparkling wines produced in the United States can be made in both the méthode traditionnelle and the charmat method.",True,True,0.92,Which two production methods can be used to make sparkling wine in the United States?,Méthode traditionnelle and the charmat method,"These two methods are fundamental, widely-taught concepts in wine education and general wine knowledge, not specific regulatory minutiae or niche information.",1758,305,115,
8400a946-b43a-42e1-b765-ca941038b602,producers,,"Pennsylvania Renaissance Faire is a Renaissance fair occurring over 13 weekends from early-August through late-October on the grounds of the Mount Hope Estate and Winery in Manheim, Pennsylvania.",True,False,0.92,How many weekends does the Pennsylvania Renaissance Faire typically run?,13 weekends,The specific duration (13 weekends) is a precise local detail about a regional event that would not be part of general LLM training unless the model had encountered this particular faire's schedule documentation.,2057,303,116,
81bad581-a82f-4dac-8c74-dc77ca2ee379,grape_varieties,australia,"Many of these imported grapes come from other New South Wales Wine regions such as the Cowra, Mudgee, Orange and Riverina and are labelled under the large Southeast Australia designation.",True,False,0.15,Which New South Wales wine regions are permitted to have their grapes labeled under the Southeast Australia designation?,"Cowra, Mudgee, Orange, and Riverina","While a strong LLM would know these are real NSW wine regions, the specific regulatory fact that grapes from these regions can be labeled under the Southeast Australia GI designation is a precise regulatory detail that requires knowledge of Australian wine law rather than general wine knowledge.",2895,303,146,
86a9d2a2-a4f2-4fb9-a4eb-4439ad19b476,grape_varieties,south_america,"Other regions with some plantings of Malbec include Northern Italy, New Zealand, Brazil, South Africa, British Columbia, Ontario, Peru, Bolivia, Mexico, Southern Indiana.",True,False,0.25,Which of the following regions have plantings of Malbec outside of Argentina and France?,"Northern Italy, New Zealand, Brazil, South Africa, British Columbia, Ontario, Peru, Bolivia, Mexico, and Southern Indiana","While a strong LLM would know Malbec grows in some of these places (New Zealand, South Africa, Brazil), the specific comprehensive list including niche regions like Southern Indiana and the exact set of 'other regions' makes this fact-dependent rather than general knowledge.",2521,298,160,
8a2e7b82-c7af-4189-ad05-193ee8e39009,producers,germany,Schloss Vollrads is a wine producer in the Rheingau region of Germany.,True,True,0.85,Which German wine region is Schloss Vollrads located in?,Rheingau,"Schloss Vollrads is a historically prominent and well-documented Riesling producer that appears in standard wine education materials, making it recognizable to strong LLMs trained on wine literature.",1356,282,119,
8a8a82a1-607f-4ebc-ac2a-cab02513d125,wine_business,canada,"However, Canadian wines make up less than 50 per cent share of the Canadian wine market.",True,False,0.15,What percentage of the Canadian wine market is made up by Canadian wines?,Less than 50 percent,This is a specific market statistic about Canadian wine imports vs. domestic production that would not be part of general wine knowledge and requires the precise fact provided.,1424,281,109,
89e0e50c-df4e-4f9e-a25e-8acc275afaa7,grape_varieties,us_labeling,Petit Manseng is an approved grape variety name for use on US wine labels per TTB regulations.,True,False,0.25,Is Petit Manseng an approved grape variety name for use on US wine labels according to TTB regulations?,Yes,"TTB label approval status for specific grape varieties is regulatory minutiae that most LLMs would not reliably know without explicit training on TTB regulations, despite Petit Manseng being a known grape variety.",1633,283,125,
89d18a72-02e2-4c0f-bc57-449fce0433d0,wine_regions,hungary,"Nevertheless, an impressive range of different types and styles of wines are produced in the region, ranging from dry whites to the Eszencia, the world's sweetest wine.",True,True,0.85,What is Eszencia known as in the world of wine?,The world's sweetest wine,"Eszencia from Tokaj, Hungary is a famous and well-documented wine known in wine literature and general knowledge as an exceptionally sweet dessert wine, though the specific superlative claim might not be universally confirmed by all LLMs.",2445,296,129,
87244d93-8068-487d-b5ab-f44616a56e6e,wine_regions,appellations,Corbières AOC requires a minimum alcohol content of 11.5% for red wines.,True,False,0.15,What is the minimum alcohol content required for red wines in Corbières AOC?,11.5%,This is a specific regulatory requirement for a French AOC that represents niche wine law minutiae unlikely to be retained in general training data unless extensively documented in wine education materials.,4266,281,114,
8cf04417-1063-4cc0-8407-2759cc13b741,winemaking,production_rules,"Franciacorta DOCG wines must have a minimum pressure of 5 atmospheres for Spumante styles, except Satèn which has a maximum of 5 atmospheres.",True,False,0.92,What is the maximum pressure allowed for Franciacorta Satèn wines?,5 atmospheres,This is a specific regulatory detail about Franciacorta DOCG pressure specifications that would not be part of general wine knowledge and requires knowledge of this particular appellation's technical requirements.,1476,304,118,
8bd7f483-4596-474c-bee5-25357a6d1fc8,wine_business,england,"The key export markets for English wine are USA and Scandinavia, including Denmark. In the industry recent survey, these two sectors account for 65% of all exports.",True,False,0.95,"According to a recent industry survey, what percentage of English wine exports go to the USA and Scandinavia combined?",65%,"This is a specific statistical claim from a particular survey that would not be part of general training knowledge about English wine, requiring the actual fact to answer correctly.",2958,297,115,
8e3080d2-afd1-4889-86f1-3c1b80abc298,grape_varieties,south_america,"In 2016, a hundred-year-old Malbec plantation was also discovered in the city of San Rosendo, in the Biobío Region.",True,False,0.05,"In what year was a hundred-year-old Malbec plantation discovered in San Rosendo, Biobío Region?",2016,"This is a specific, recent, local discovery in Chile that would not be part of general wine knowledge and requires knowledge of this particular 2016 event in San Rosendo.",1945,297,125,
8dee4a19-ceb0-4f0f-8ea0-6d43f14ddcec,wine_regions,argentina,San Juan is a wine-producing area within the Other region of Argentina.,True,False,0.15,Which wine region of Argentina is San Juan located in?,The Other region,"San Juan is a known Argentine wine region, but the specific taxonomic classification as part of 'the Other region' is obscure regulatory/administrative minutiae that most LLMs would not reliably know without the fact.",2057,276,118,
7028c9be-9e13-432c-bfd2-8a009ddce57b,wine_business,italy_prosecco,Consorzio di Tutela della Denominazione di Origine Controllata Prosecco is an incredible achievement if we think that aorund 600 million bottles have been produced in 2023.,True,False,0.15,Approximately how many bottles of Prosecco were produced in 2023?,Around 600 million bottles,This is a specific production statistic for a particular year that would not be part of general training knowledge and requires access to recent industry data or the provided fact.,11792,307,113,
8fefd79d-9d78-4e90-aa93-66fb0a0d37ed,winemaking,production_rules,Chianti Classico Riserva must have a minimum alcohol content of 12.5%.,True,False,0.15,What is the minimum alcohol content required for Chianti Classico Riserva?,12.5%,"This is a specific regulatory requirement that falls into regulatory minutiae; while a strong LLM might guess in the 12-14% range based on general Italian wine knowledge, the precise 12.5% figure is unlikely to be reliably known without specialized wine law training data.",1842,284,139,
91700b65-78ac-4139-beb7-b7a9a65d43aa,wine_regions,italy,Super Tuscan making tradition was enriched and endorsed in the late 1960s and early 1970s with the DOC guarantee of origin recognition thanks to the effort of few noble families.,True,False,0.25,When did Super Tuscan wines receive DOC guarantee of origin recognition?,Late 1960s and early 1970s,"While Super Tuscan is a well-known wine category, the specific timing of DOC recognition and the role of noble families in this regulatory change is regulatory minutiae that would not be reliably known by most LLMs without specialized wine history training.",1831,302,136,
8e5ba708-c384-46e6-95c8-0f96f053b821,grape_varieties,,"Savagnin rose has a different skin colour than Savagnin Blanc, and does not have the aromatic properties of the much more common Gewürztraminer, or of a similar red-skinned Traminer variety.",True,False,0.15,How does Savagnin Rose differ from Savagnin Blanc in terms of physical characteristics and aromatic profile?,Savagnin Rose has a different skin colour than Savagnin Blanc and lacks the aromatic properties found in Gewürztraminer or the red-skinned Traminer variety.,"The specific aromatic comparison between Savagnin Rose, Gewürztraminer, and Traminer varieties is niche ampelographic knowledge that most LLMs would not reliably know without explicit training on this particular fact.",3146,312,173,
933acfd0-9dab-418a-9227-18e846a871d6,wine_regions,appellations,"Pomerol AOC permits Merlot, Cabernet Franc, Cabernet Sauvignon for red wine production.",True,True,0.85,Which grape varieties are permitted for red wine production in Pomerol AOC?,"Merlot, Cabernet Franc, and Cabernet Sauvignon","Pomerol's association with Merlot as its dominant grape and the permitted Bordeaux varieties are well-established wine knowledge that a strong LLM would likely know from general training, though the precise regulatory list might occasionally be incomplete or slightly uncertain.",2000,291,148,
939f2883-51e3-46af-b160-bc4a193db965,winemaking,south_america,Tempranillo (known locally as Tempranilla) is often made by carbonic maceration (similar to Beaujolais).,True,False,0.25,"What winemaking technique is Tempranillo often made with, similar to the method used for Beaujolais?",Carbonic maceration,"While carbonic maceration is a known technique and Beaujolais is famous for it, the specific association that Tempranillo is 'often made' this way is a niche detail not universally established in general wine knowledge, making it difficult for an LLM to answer with confidence without the fact.",1993,292,155,
95319827-a98e-41dc-93c5-da28cc67a3da,wine_regions,us_avas,"California has the most American Viticultural Areas of any US state, with over 150 established AVAs.",True,True,0.92,Which US state has the most American Viticultural Areas (AVAs)?,California,"California's dominance in US wine production and its numerous famous wine regions (Napa, Sonoma, etc.) are widely known, making it highly likely a strong LLM could infer it has the most AVAs without seeing this specific fact.",2036,285,128,
94b7310b-a654-418f-b156-183e5bbc559c,viticulture,usa,Rocky Reach is an American Viticultural Area (AVA) located within portions of Chelan and Douglas Counties between the cities Chelan and Wenatchee in central Washington state.,True,False,0.15,Which Washington state AVA is located between the cities of Chelan and Wenatchee in central Washington?,Rocky Reach,"Rocky Reach is a relatively obscure regional AVA that most LLMs would not reliably know without specific training on Washington wine geography, as it lacks the prominence of major regions like Walla Walla or Yakima Valley.",2248,302,134,
95b35509-eccb-43e9-88e0-0895e34b8d72,grape_varieties,us_labeling,Emerald Riesling is an approved grape variety name for use on US wine labels per TTB regulations.,True,False,0.15,Is Emerald Riesling an approved grape variety name for use on US wine labels according to TTB regulations?,Yes,"This requires specific knowledge of TTB regulatory approvals for grape variety names, which is regulatory minutiae unlikely to be reliably in general training data; while Emerald Riesling exists as a variety, whether it specifically meets TTB label approval requirements is a precise regulatory fact.",2084,285,142,
95c16279-6671-47d1-a531-9f8929f71930,producers,germany,"or the Association of German Prädikat Wine Estates, is an association of more than 200 wineries in Germany that promotes binding quality standards and – since 1990 – also ecological.",True,False,0.15,In what year did the Association of German Prädikat Wine Estates begin promoting ecological standards?,1990,This is a specific regulatory detail about a niche German wine organization that would not be part of general wine knowledge and requires the exact fact provided.,1791,303,109,
9860b68d-70d6-4460-bf39-975e8df927b8,winemaking,us_labeling,"US wine must display its alcohol content on the label, expressed as a percentage of alcohol by volume.",True,True,0.92,What information must US wine labels display regarding alcohol content?,The alcohol content expressed as a percentage of alcohol by volume (ABV),"US alcohol labeling requirements are widely known general knowledge among wine consumers and are frequently encountered on wine bottles, making this solvable without the specific fact.",1539,281,114,
9817a3d1-bd5f-40f4-97d8-8782e4ff7a37,viticulture,usa,"San Pasqual Valley is an American Viticultural Area (AVA) located in northern San Diego County, California within the thin San Pasqual Valley landform of the Peninsular Ranges which runs inland.",True,True,0.85,In which California county is San Pasqual Valley AVA located?,San Diego County,San Pasqual Valley is a recognized AVA and its location in San Diego County is documented in standard wine references and geographic databases that LLMs would have encountered during training.,2225,309,113,
9b1ccce8-8f9b-4710-90d9-77d0ec506f18,grape_varieties,,Verdeca is a white Italian wine grape variety that is primarily grown in Apulia in southern Italy where ampelographers believe that the grape may have originated.,True,False,0.25,Verdeca is a white wine grape variety primarily grown in which region of Italy?,Apulia (in southern Italy),"Verdeca is a relatively obscure regional grape variety; while a strong LLM might have encountered it in training data, the specific association with Apulia as its primary growing region is niche wine knowledge unlikely to be reliably recalled without the fact.",1792,295,137,
9a34f177-c5c4-4a22-b484-268ede5b2cd6,grape_varieties,south_america,"While the appearance of Californian varietal Malbec is increasing, the grape is still most widely used for blending.",True,True,0.85,"What is Malbec primarily used for in California, despite increasing varietal bottlings?",Blending,"An LLM would likely know that Malbec is traditionally a blending grape (especially from Bordeaux), and that California varietal Malbecs are a relatively recent trend, making the inference that blending remains primary use quite solvable from general wine knowledge.",2403,288,138,
9c4b769e-e070-4701-8dd1-df1e798c2034,producers,lebanon_israel,Château Musar is similar to the red Musar but is oak aged for only 9 months.,True,False,0.15,How long is Château Musar's red wine aged in oak?,9 months,The specific oak aging duration for a particular producer's wine is a precise technical detail that would not be part of general wine knowledge and requires knowledge of this specific fact.,1529,285,109,
974b5149-3f65-4885-8dbb-e05b7069e137,viticulture,lebanon_israel,"In the northern Sharon Plain, Israel's largest wine growing region, benefiting from Mount Carmel Range and from breezes off the Mediterranean Sea, Carmel owns extensive areas of vineyards.",True,False,0.25,What is Israel's largest wine growing region?,The Sharon Plain (in northern Israel),"While Israeli wine regions are known to exist, the specific claim that Sharon Plain is Israel's *largest* wine region is a precise geographic/statistical fact unlikely to be reliably in most LLM training data compared to more famous wine regions globally.",3089,303,124,
9d7d3ead-f743-4be9-a7aa-54dae8b9cb33,producers,lebanon_israel,"Christian Maronite monks introduced the country's first certified organic wine, labeled Adyar—meaning ""monasteries"" in Arabic—which has recently caught the attention of connoisseurs with bottles emblazoned with a cross.",True,False,0.15,What does the Arabic word 'Adyar' mean?,Monasteries,"While 'Adyar' is a specific Arabic term, most LLMs would not reliably know this particular word's meaning without exposure to this specific wine fact or Arabic language training, making it a niche vocabulary question rather than general wine knowledge.",1838,310,128,
9e3b9372-67d8-4580-9d6e-6607c5fd0889,viticulture,italy,"Friuli Grave DOC has 16,000 acres (6500ha) of vineyards.",True,False,0.92,How many acres of vineyards does Friuli Grave DOC have?,"16,000 acres (6,500 hectares)",The precise acreage of a specific Italian DOC region is a specific regulatory/statistical fact unlikely to be reliably retained in general LLM training data without exposure to this particular source.,1722,285,126,
86b6bea4-7ac3-4a89-9777-ae6d4f2dda7a,wine_business,pricing,Arneis wines from Piedmont have a median price of $20.,True,False,0.95,What is the median price of Arneis wines from Piedmont?,$20,The specific median price point ($20) is a precise statistic that would not be reliably known from general training data and requires access to current market data or this specific fact.,11765,277,110,
9e940b06-ca32-4714-adf4-99693759acc9,grape_varieties,canada,The long grape bunches of small berries can also be prone to developing botrytis bunch rot.,True,True,0.72,Which grape variety is characterized by long bunches of small berries that are susceptible to botrytis bunch rot?,"Riesling (or Gewürztraminer, Muscat)","The association between long grape bunches, small berries, and botrytis susceptibility is well-established wine knowledge, though the specific morphological detail makes it moderately challenging without domain expertise.",1740,283,140,
9eef8df0-71d5-43bb-875d-1e175a716746,winemaking,eu_regulations,Sparkling wine is through the initiation of a secondary fermentation that distinguishes sparkling wine production and gives the wine its characteristic bubbles.,True,True,0.92,What process is responsible for creating the bubbles in sparkling wine?,Secondary fermentation,"The mechanism of secondary fermentation creating carbonation in sparkling wine is fundamental, widely-taught wine knowledge that any strong LLM would reliably know from general training data.",1725,291,111,
95ba97e7-9922-4290-9253-38706152affa,grape_varieties,australia_nz,"Other Spanish wine regions with sizable Garnacha plantings include Costers del Segre, Empordà, La Mancha, Madrid, Penedès, Somontano, Tarragona and Terra Alta.",True,False,0.15,Which Spanish wine regions have sizable plantings of Garnacha grapes?,"Costers del Segre, Empordà, La Mancha, Madrid, Penedès, Somontano, Tarragona, and Terra Alta","While a strong LLM would know Garnacha is grown in Spain and recognize some major regions like La Mancha and Penedès, accurately listing all eight specific regions with 'sizable' plantings requires knowledge of detailed regional viticulture statistics that goes beyond general wine knowledge.",5842,313,175,
9d35ca38-393e-455f-9b2f-85b20203726a,winemaking,wine_chemistry,"This, combined with the ethanol that it contains, makes wine unable to support the growth of human pathogens.",True,True,0.85,Why is wine unable to support the growth of human pathogens?,Because of its acidity combined with the ethanol it contains,The antimicrobial properties of wine due to alcohol and acidity are well-established general knowledge about wine chemistry that a strong LLM would reliably know from training data.,3260,285,121,
9fe7bd07-101c-4539-b64a-15b91e8f0ba9,viticulture,south_africa,"However, the terroir driven wines of its wards, the Franschhoek Valley and Wellington, have revitalised interest in the area in recent years.",True,False,0.25,Which two wards are known for terroir-driven wines and have recently revitalized interest in the South African wine region they belong to?,Franschhoek Valley and Wellington,"While Franschhoek Valley is famous enough that an LLM might know it, the specific pairing of Wellington as a co-equal ward with recent revitalization, and the claim about their terroir-driven wines revitalizing 'the area,' requires knowledge of this specific regional narrative that is not widely documented in general training data.",2587,295,167,
a216e7df-372d-4b80-b8ac-cb56d0599bc7,winemaking,aging,Brunello di Montalcino must spend at least 4 months in bottle before release.,True,False,0.15,What is the minimum bottle aging requirement for Brunello di Montalcino before it can be released to market?,At least 4 months in bottle,"This is a specific regulatory detail about Italian wine law that requires knowledge of Brunello di Montalcino's precise aging requirements, which is niche regulatory minutiae unlikely to be reliably known by most LLMs without specialized training on Italian wine regulations.",2063,283,145,
a19825e0-6ce1-464f-ab93-009c3743d8f7,viticulture,south_africa,"Wine of Origin districts, wards are the level of origin designation that is most defined by unique terroir characteristics.",True,False,0.25,"In the Wine of Origin classification system, which level of designation is most defined by unique terroir characteristics: regions, districts, or wards?",Wards,"While Wine of Origin is a known South African system, the specific hierarchical relationship between regions/districts/wards and their terroir-definition precision is regulatory minutiae unlikely to be reliably known by most LLMs without specialized training on South African wine law.",2311,284,144,
a29eca9d-185f-4228-aedc-75b58079b8d9,winemaking,wine_chemistry,"The inhibitory effects of ethanol and short-chain fatty acids on some microorganisms are well documented. 26,27 Carbon dioxide production and purging of the juice/wine can limit exposure to oxygen, limiting the growth of aerobic species such as AAB.",True,True,0.82,How does carbon dioxide production and oxygen purging help control acetic acid bacteria (AAB) growth during winemaking?,"By limiting oxygen exposure, which restricts the growth of aerobic species like AAB that require oxygen to proliferate.","The aerobic nature of AAB and the general principle that CO2 purging reduces oxygen are well-established in wine microbiology education, though the specific mechanistic detail might not be universally known without specialized training.",1987,317,152,
a22b63cc-2ca1-40eb-b6bf-cea0464da8c6,grape_varieties,italy,=== DOCs and DOCGs === The following is a list of DOCs and DOCGs that include Montepulciano as a permitted grape variety.,True,False,0.15,Which Italian wine regions have Montepulciano listed as a permitted grape variety in their DOC or DOCG designations?,"Regions including Montepulciano d'Abruzzo, Vino Nobile di Montepulciano, and others (specific list provided in the fact)","While a strong LLM knows Montepulciano is used in famous regions like Tuscany and Abruzzo, the complete regulatory list of all DOCs/DOCGs permitting this variety requires access to precise Italian wine law documentation that goes beyond general training knowledge.",2309,296,184,
a2c5909d-e2d0-4cc9-8ff0-d8448e0f7e6b,winemaking,us_labeling,"A US wine label listing two or more grape varieties must state the percentage of each variety, with a tolerance of plus or minus 2%.",True,False,0.15,"Under US wine labeling regulations, if a wine label lists multiple grape varieties, what tolerance is permitted around the stated percentage of each variety?",Plus or minus 2%,This is a specific regulatory detail about US wine labeling tolerances that would not be part of general wine knowledge and requires knowledge of precise TTB regulations.,2070,290,123,
a2f2ba97-78df-498c-8bfa-0d04ebbc447b,grape_varieties,south_africa,"After the phylloxera devastation, vineyards in South Africa were replanted with American rootstock (nowadays most commonly 99 Richter, 110 Richter.",True,False,0.15,What rootstock varieties are most commonly used in South African vineyards today following phylloxera replanting?,99 Richter and 110 Richter,"While general knowledge about phylloxera and American rootstock use is common, the specific identification of 99 Richter and 110 Richter as the dominant rootstocks in modern South African viticulture is niche technical knowledge unlikely to be reliably in an LLM's training data.",1736,301,158,
a32efa14-2845-4ef7-a2a4-e98643c9f333,winemaking,new_zealand,Marlborough wine region aged on lees for a minimum of 18 months.,True,False,0.15,What is the minimum aging period on lees required for wines from the Marlborough wine region?,18 months,This is a specific regulatory requirement for Marlborough that would not be part of general wine knowledge—most LLMs would know Marlborough is famous for Sauvignon Blanc but not this precise lees-aging mandate.,2210,279,129,
a35c310a-42ff-4d33-9fa0-c80a5912e939,grape_varieties,italy,Piedmontese: nebieul [neˈbjøl]) is an Italian red wine grape variety predominantly associated with its native Piedmont region.,True,True,0.92,Which Italian region is Nebbiolo wine predominantly associated with?,Piedmont,"Nebbiolo and Piedmont is a classic, widely-known wine pairing taught in basic wine education and frequently referenced in wine literature, making it part of general wine knowledge rather than obscure trivia.",1814,295,118,
a46131df-bf78-4092-afaa-5ea6396ea4b9,producers,,"Te Mata Estate is especially notable because it has hand-harvested grapes from its own vineyards and produced, blended and labelled small-batch premium wines entirely on site in the original winery buildings since 1895. New Zealand's first legally protected wine-growing area.",True,False,0.15,What was New Zealand's first legally protected wine-growing area?,Te Mata Estate,"While Te Mata Estate is a known New Zealand winery, the specific claim that it was the *first* legally protected wine-growing area in New Zealand is a precise historical/regulatory fact that most LLMs would not reliably know without being shown this source material.",1703,321,131,
a5aa04e7-14f0-4fd2-995f-a1f407a111e0,winemaking,,"Acetaldehyde levels were strongly correlated with free SO₂ consumption and colour variations, signifying oxidative processes.",True,False,0.15,"What is the relationship between acetaldehyde levels, free SO₂ consumption, and colour changes in wine?","Acetaldehyde levels are strongly correlated with free SO₂ consumption and colour variations, indicating oxidative processes in wine.","While general wine knowledge covers oxidation and SO₂'s role as a preservative, the specific quantitative correlation between acetaldehyde, free SO₂ consumption rates, and colour variation requires specialized enological data not typically in general training knowledge.",2117,288,162,
a58f698b-a7f1-41c7-a90c-180fc3156e91,producers,australia,The ownership of wineries varies but their location has largely been the same since the introduction of stainless steel tanks in the 1990s.,True,False,0.25,"When were stainless steel tanks introduced to winemaking, and how did this affect winery locations?","Stainless steel tanks were introduced in the 1990s, after which winery locations have remained largely stable.","While LLMs know stainless steel tanks exist and were adopted in modern winemaking, the specific claim that winery locations stabilized *because of* this 1990s innovation is a causal assertion that requires the stated fact and is not widely-documented general knowledge.",2275,291,162,
a635d41a-35e0-4b5f-b899-353051226c59,grape_varieties,austria,"St. Laurent (grape) origin is uncertain, but the long-held belief that it is related to Pinot noir has been confirmed by DNA analysis.",True,False,0.25,What is the relationship between St. Laurent and Pinot noir grapes according to DNA analysis?,"St. Laurent is related to Pinot noir, as confirmed by DNA analysis.","While wine experts may know St. Laurent exists and that it's from Austria, the specific DNA-confirmed relationship to Pinot noir is a technical taxonomic detail that requires either specialized wine knowledge or exposure to this particular study, making it unlikely a general LLM would reliably answer without the fact.",2392,293,156,
a6922b69-a48e-4895-9cb6-f83c940d1080,wine_business,south_america,"Chilean wine flagship project, the use of geothermal energy, has allowed them to significantly reduce electricity and gas consumption.",True,False,0.15,Which Chilean wine project has implemented geothermal energy to reduce electricity and gas consumption?,A flagship Chilean wine project using geothermal energy,"This fact references a specific Chilean wine initiative with geothermal energy adoption, which is too niche and recent to be reliably known without the source material itself.",2358,286,121,
a5cde939-f4df-45d0-abf4-233bbef34ca1,wine_regions,italian_appellations,Elba Aleatico Passito is a DOCG appellation in the Tuscany region of Italy.,True,False,0.25,What is the classification level of Elba Aleatico Passito in Italy's wine appellation system?,DOCG,"While a strong LLM would know DOCG is Italy's highest classification and might guess correctly, Elba Aleatico Passito is a niche regional appellation that requires specific regulatory knowledge rather than general wine familiarity.",2614,287,136,
a8513d22-4b1d-4186-a54b-20dbad521db1,wine_regions,eu_regulations,"Although sparkling wine production began in the early 20th century, it has gained significant momentum in recent decades.",True,False,0.25,When did sparkling wine production begin?,Early 20th century,"While LLMs know sparkling wine exists and that Champagne has centuries of history, the specific claim that production 'began in the early 20th century' is historically inaccurate (sparkling wine predates this) and would likely confuse rather than be confidently answered from general training.",1779,284,135,
a9e2c1e6-6f76-4745-adc8-32b2ae97e8ca,wine_regions,canada,Wines from Canada have an average critic rating of 89.4 points on a 100-point scale.,True,False,0.95,What is the average critic rating for wines from Canada on a 100-point scale?,89.4 points,"This is a precise statistical claim about Canadian wine quality that would require access to specific critic rating databases or aggregated data, not general wine knowledge.",1453,285,110,
a76fcdda-0ae4-4de9-b4a1-f6395a94db25,viticulture,south_america,"Although the valley is located at 33°S, much closer to the Equator than any European vineyard, viticulture here is possible because of the cooling influence of the Pacific Ocean.",True,True,0.72,"Which valley at 33°S is able to support viticulture despite its equatorial proximity, and what geographic feature makes this possible?",Casablanca Valley (or a Chilean valley); the cooling influence of the Pacific Ocean,"While a strong LLM would know that ocean cooling enables viticulture at low latitudes in the Southern Hemisphere, pinpointing the specific valley at exactly 33°S requires either general knowledge of major Chilean wine regions or inference, making it moderately solvable but not trivially so.",2799,301,166,
aaf9c47d-eb46-48e3-b054-ff47c69e60be,winemaking,,"However, no yield differences in relation to fertilisation were found in PDO (Protected Designation of Origin) wine plots, probably due to a lower level of nutrient extraction.",True,False,0.15,Why were no yield differences observed in relation to fertilisation in PDO wine plots?,Due to a lower level of nutrient extraction in PDO plots,"This specific empirical finding about the relationship between fertilisation, nutrient extraction, and yields in PDO plots is a precise research result unlikely to be in general LLM training data without access to the original study.",1689,297,132,
a996fba7-43e9-4001-bb2e-2540897e9e81,wine_regions,italy,Emilia-Romagna wine region is about 8% of the Italy vineyards and produces 13% of all italian wine.,True,False,0.92,What percentage of Italian wine does the Emilia-Romagna region produce despite occupying only about 8% of Italy's vineyards?,13%,This specific statistical claim about Emilia-Romagna's disproportionate wine production (13% output from 8% of vineyards) is a precise quantitative fact unlikely to be reliably known by LLMs without explicit training on this particular data point.,2361,291,148,
ad1c9388-4961-4e40-9186-7e8cfc487771,grape_varieties,new_zealand,"The climates of these areas are particularly favorable in slowing the ripening on the vine, allowing the grape more time to develop a balance between its acidity and sugar levels.",True,True,0.85,"Which wine regions are known for climates that slow grape ripening, allowing better balance between acidity and sugar?","Cool-climate regions such as Champagne, Burgundy, Bordeaux, Riesling regions in Germany, and New Zealand's South Island","The relationship between cool climates, slower ripening, and balanced acidity-sugar profiles is foundational wine knowledge taught in basic enology and widely discussed in wine literature, though the fact itself doesn't specify which regions it refers to.",2184,297,161,
ae7b8ed6-ec4b-4100-926b-643e22f75bb7,grape_varieties,usa,Indiana Uplands AVA permits the Traminette grape variety.,True,False,0.15,Which grape variety is permitted in the Indiana Uplands AVA?,Traminette,"Traminette is a niche hybrid grape with limited cultivation, and the specific regulatory permissions for minor AVAs like Indiana Uplands are highly specialized regulatory minutiae unlikely to be in general LLM training data.",2060,276,121,
ad2cd768-42c7-40f4-a117-8e17bacf96ce,grape_varieties,austria,"St. Laurent (grape) have expanded in the 2000s as a part of general red wine trend in Austria, after having declined somewhat during the 1990s.",True,False,0.15,What trend did St. Laurent grape cultivation experience in Austria during the 2000s?,"St. Laurent expanded in the 2000s as part of a general red wine trend in Austria, after declining in the 1990s.",This requires specific knowledge of St. Laurent's cultivation trajectory in Austria across two decades—a niche detail unlikely to be prominent in general LLM training data compared to major wine regions or famous grape varieties.,2250,297,147,
aea64207-1411-410b-b549-5d41dae8901a,wine_regions,croatia,The majority (67%) of wine produced is white and produced in the interior.,True,False,0.15,What percentage of wine produced globally is white wine?,67%,This is a precise statistical claim that contradicts common knowledge (red wine is often perceived as dominant in prestige markets) and would require specific data rather than general training knowledge to answer accurately.,1565,277,108,
b2ccac04-0c89-45ab-821b-ea3f28962504,wine_regions,eu_regulations,Sparkling wines have been produced in Central and Eastern Europe since the early 19th century.,True,False,0.25,Since when have sparkling wines been produced in Central and Eastern Europe?,Since the early 19th century,"While LLMs know sparkling wine is produced in Central/Eastern Europe, the specific claim that production began in the early 19th century (rather than later or earlier) is a precise historical detail that would require either the fact or specialized wine history knowledge most LLMs lack.",2079,281,137,
b6c6c991-9672-479a-a832-9ef86a22b132,winemaking,eu_regulations,One of the by-products of fermentation is the creation of carbon dioxide gas.,True,True,0.95,What gas is produced as a by-product during wine fermentation?,Carbon dioxide (CO2),"The production of CO2 during fermentation is fundamental, widely-taught chemistry knowledge that any strong LLM would reliably know from general training on biology, chemistry, and wine basics.",1610,278,116,
b334448f-822e-4b5b-adb9-11ab2db85839,wine_regions,us_avas,The Paso Robles Estrella District AVA was established in 2014 in California.,True,False,0.15,In what year was the Paso Robles Estrella District AVA established?,2014,"The specific establishment year of a niche AVA district is regulatory minutiae unlikely to be retained in general training data, even for a strong LLM.",1850,283,110,
