uuid,qid,difficulty,stem,gold,sonnet_answer,sonnet_confidence,sonnet_reasoning,matched,similarity,haiku_matched,haiku_confidence,b2_severity,ok,latency_ms,input_tokens,output_tokens,error
a00bd152-b705-4a95-bc8c-25d7ec53d43c,WB-REG-0204-L2,2,"A wine from the Veneto region, made from dried red grapes and known for its rich, full-bodied style, was elevated to Italy's highest quality classification in 2009. Which wine received this status at that time?",Amarone della Valpolicella,Amarone della Valpolicella,0.97,"Amarone della Valpolicella, a rich full-bodied red wine from the Veneto made from dried (appassimento) grapes, was elevated to DOCG (Denominazione di Origine Controllata e Garantita) status in 2009, Italy's highest wine classification.",True,1.0,True,0.85,fail,True,4364,170,105,
afcc046c-8084-479a-8fbb-a4c7eb3040b5,WB-WMK-0191-L2,2,"A winemaking technique whose name translates from French as 'to bleed' involves drawing off a portion of free-run juice from a vat of crushed red grapes after brief skin contact, which can then be fermented separately into a pink wine. What is this method called?",Saignée,Saignée,0.99,"The French verb 'saigner' means 'to bleed,' and the saignée method involves bleeding off a portion of juice from red grape must after brief skin contact to produce rosé wine, while also concentrating the remaining red wine.",True,1.0,True,0.95,fail,True,3954,182,84,
a8a79b77-14b7-4745-bc9d-66f35224f4a8,WB-WMK-0196-L2,2,Which specific form of high-energy illumination is recognized for its capacity to trigger light-driven oxidative degradation?,UV-C,Ultraviolet (UV) light,0.92,"Ultraviolet light carries sufficient photon energy to initiate photochemical reactions in wine, particularly triggering the oxidation of riboflavin and other compounds, leading to 'light strike' (goût de lumière), which is why wine bottles are often made of dark or UV-filtering glass.",False,0.231,False,0.72,fail,True,3566,145,107,
ba9467ce-4f36-4b97-addd-41ebe3648e9c,WB-VIT-0195-L2,2,"Within the broader generic Chianti DOCG zone, the soils of the lower-ranking subzones are chiefly composed of which material?",Clay,"Clay and sandy soils (alluvial and sedimentary deposits), in contrast to the galestro and alberese soils of the higher-ranking Chianti Classico subzone",0.55,"The broader Chianti DOCG zone (outside Classico) tends to have heavier clay-based and sandy/alluvial soils on flatter terrain, whereas the prestigious Chianti Classico subzone is characterized by galestro (friable schist) and alberese (compact limestone-clay), which is often cited as a key distinction between the subzones.",True,1.0,True,0.55,warn,True,4421,153,158,
24c06726-4108-42ab-b435-81ec346f05fc,WB-VIT-0219-L2,2,"A winemaker in a small Champagne village is preparing to release a vintage-dated wine from 2013, emphasizing the unique characteristics of specific plots farmed by their family for generations. The wine is produced entirely from estate-grown grapes, with minimal intervention in the cellar, and the label highlights the origin of the fruit down to individual vineyard sites. Given the production approach and vintage conditions, which style of wine is this most likely representative of?",A grower-driven vintage wine emphasizing terroir expression,"Grower Champagne (Récoltant-Manipulant), specifically a single-vineyard or lieu-dit vintage Champagne",0.85,"The combination of estate-grown grapes, family-farmed plots, minimal intervention, vintage dating, and parcel-level labeling are hallmarks of the Grower Champagne movement (Récoltant-Manipulant producers), who emphasize terroir and site-specific expression over the blended, house style typical of large négociant Champagne.",False,0.263,False,0.85,fail,True,4591,217,144,
5c64f1df-6acd-4eb2-94d9-f4563c46b33d,WB-PRD-0235-L2,2,What is the term used to describe a distinctive red wine style created by South African producers?,Cape blend,Cape Blend,0.85,"Cape Blend is a distinctive South African red wine style that incorporates Pinotage (a grape variety unique to South Africa) as a significant component, typically blended with other varieties like Cabernet Sauvignon, Merlot, or Shiraz.",True,1.0,False,0.85,fail,True,3249,139,94,
7a2eb320-50c1-4fb9-bad0-c86157ad998e,WB-VIT-0198-L2,2,Which factor is primarily responsible for altering the sensory profile of wines by affecting grape chemistry at the time of harvest?,Shifts in long-term temperature and precipitation patterns,"Ripeness level (sugar, acid, and phenolic maturity) at harvest, primarily driven by climate and temperature",0.85,"Temperature and overall climate conditions govern the rate of sugar accumulation, acid degradation, and phenolic development in grapes, making the ripeness level at harvest the primary factor that shapes a wine's sensory profile including sweetness, acidity, tannin structure, and aromatic complexity.",False,0.255,False,0.85,fail,True,3816,145,118,
ff82e08d-9c2c-46a1-8916-a71ec889ccf1,WB-WMK-0211-L2,2,"A California-based winemaker is drafting the standard operating procedure for a new effervescent wine project. The goal is to produce a wine with characteristic trapped carbon dioxide and a precisely controlled final sugar level. Based on regional allowances and standard production mechanics, which protocol represents a valid approach?","Select either the traditional or charmat process, trigger a subsequent fermentation to generate the effervescence, and regulate the final sweetness by introducing a specific sugar addition following this fermentation and subsequent maturation.","Conduct a secondary fermentation in a sealed vessel (either traditional method in-bottle or Charmat method in tank), arrest fermentation at the desired residual sugar level by chilling and filtering or by adding sulfur dioxide, then bottle under pressure to retain CO2. In California, dosage (liqueur d'expédition) may also be added post-disgorgement to achieve the precise final sugar level, in compliance with TTB labeling regulations governing sparkling wine sugar designations (brut, extra dry, etc.).",0.72,"Standard sparkling wine production protocols—secondary fermentation to trap CO2, followed by either disgorgement with dosage (traditional method) or filtration under counter-pressure (Charmat/transfer method)—are well-established techniques that allow precise control of final sugar levels, and these methods are all legally permitted for California sparkling wine production under TTB regulations.",False,0.03,False,0.65,fail,True,7839,181,221,
2f0ed1cb-83a1-4213-9b74-f31dd2ab082e,WB-VIT-0221-L2,2,"A winemaker in a warm Australian region with high humidity and significant rainfall during harvest is managing a vineyard planted on ironstone and sandy loam soils. The site is prone to fungal pressure and uneven ripening due to dense canopy growth. Given these conditions, which viticultural strategy would be most appropriate to ensure optimal grape quality and disease control?",Implement open canopy management techniques to improve airflow and reduce disease risk while promoting even ripening.,"Implement aggressive canopy management through shoot thinning, leaf removal (particularly in the fruit zone), and shoot positioning to improve airflow and sunlight penetration, combined with a targeted fungicide spray program timed around key phenological stages, and consider bunch thinning to promote even ripening and reduce disease pressure from botrytis and downy mildew.",0.88,"In warm, humid Australian regions with high rainfall at harvest, the primary threats are fungal diseases (botrytis, downy mildew, powdery mildew) exacerbated by dense canopies, so opening the canopy through leaf removal and shoot thinning to improve airflow and UV exposure is the foundational viticultural response, supported by preventative fungicide applications and crop load management to ensure even ripening.",False,0.358,False,0.72,fail,True,5419,196,204,
685cf418-01cf-4db8-b366-bcbf75a576f3,WB-VIT-0184-L2,2,"As of 2018, what percentage of Canada's total wine production comes from the Okanagan and Similkameen Valley vineyards?",Between 80% and 90%,Approximately 65% of Canada's total wine production comes from the Okanagan and Similkameen Valley vineyards,0.35,"British Columbia's Okanagan and Similkameen Valleys are major wine-producing regions in Canada, but the precise percentage figure as of 2018 is not something I can recall with confidence, and I may be confusing it with the percentage of BC's production or Canada's overall figures, which could range anywhere from 50-80%.",False,0.175,False,0.65,pass,True,3630,153,137,
65faf987-bfb4-4d64-bcb4-81a3abf7eced,WB-BIZ-0177-L2,2,Growing consumer focus on environmental practices and product integrity in viticulture has led to greater market interest in which category of wine production?,Organic and biodynamic,"Organic, biodynamic, and natural wine production",0.92,"Growing consumer awareness of sustainability, chemical-free farming, and transparency in winemaking has driven significant market growth in organic, biodynamic, and natural wines, which emphasize minimal intervention, environmental stewardship, and product integrity.",False,0.543,True,0.85,fail,True,2919,147,93,
79c3d0a6-2665-4d31-b446-88a61df59d0b,WB-REG-0199-L2,2,Which Italian region accounts for roughly eight percent of the country's vineyard plantings but is responsible for thirteen percent of its total wine output?,Emilia-Romagna,Emilia-Romagna,0.62,"Emilia-Romagna is known for high-volume wine production relative to its vineyard area, largely due to high-yielding varieties like Lambrusco and Trebbiano grown on fertile Po Valley soils, which would explain a disproportionately high output percentage compared to its share of total vineyard plantings.",True,1.0,False,0.72,pass,True,6145,149,107,
0ef33fd0-138c-44f8-9df4-8a2cfe63d0d0,WB-PRD-0242-L2,2,A Georgian winery is suspected of producing falsified wine for export to Russia in 2006. Which action is the government most likely to take based on the events of that year?,Close down the winery after a government revision,"The Georgian government would likely revoke the winery's export license and subject it to strict quality control inspections, in the context of Russia's 2006 ban on all Georgian wine imports citing quality and safety concerns.",0.62,"In 2006, Russia imposed a total ban on Georgian wine imports, officially citing falsification and quality violations, so a Georgian winery suspected of producing falsified wine would likely face government-imposed license revocation and quality audits as Georgia tried to address Russian allegations and protect its wine industry's reputation.",False,0.197,False,0.72,warn,True,4626,158,140,
33ac15b4-09f0-492c-9ad4-2b3aa837f8f8,WB-BIZ-0179-L2,2,"A widely planted red grape variety in California, known for producing bold, fruit-forward wines, has a median market price of $27 per bottle. Which grape variety is associated with this price point based on recent market data?",Zinfandel,Cabernet Sauvignon,0.55,"Cabernet Sauvignon is the most widely planted red grape in California, known for bold, fruit-forward wines, and a median market price around $27 aligns plausibly with the broad range of California Cabernet Sauvignon bottles available, though Zinfandel or Merlot could also fit this price point.",False,0.148,False,0.6,warn,True,2933,167,115,
85a66052-7c70-4faa-8ac0-d8a8c7fcb157,WB-BIZ-0180-L2,2,"A white wine from Italy has a median market price of $20, produced primarily in the Piedmont region. Which grape variety is most likely responsible for this pricing trend?",Arneis,Cortese,0.78,"Cortese is the primary white grape of Piedmont, used to make Gavi (Gavi di Gavi / Cortese di Gavi), which is widely available at accessible price points typically in the $15–$25 range, making a $20 median market price very consistent with this variety.",False,0.462,False,0.65,fail,True,3286,156,106,
8811163d-85e7-441a-88e4-105273b57581,WB-PRD-0243-L2,2,"Imagine you are the winemaker at Château Musar in Lebanon. In 1992, you face a challenging vintage with weaker-than-usual grapes. Your predecessor, Serge Hochar, managed the estate from 1959 until his passing in 2014. Knowing that the red Musar is typically oak aged for longer periods, and considering the current vintage's weakness, what decision might you make regarding the 1992 red Chateau Musar production?",Declassify the 1992 vintage due to its weak quality,"Skip or not release the 1992 vintage of red Château Musar, as Serge Hochar was known to declassify or withhold vintages that did not meet his quality standards — he famously did not produce a red Musar in certain difficult years (such as 1976 and 1984) rather than release an inferior wine.",0.75,"Serge Hochar had a well-documented practice of skipping vintages when grape quality was insufficient, and 1992 is historically noted as one of the years when Château Musar did not release a red wine, consistent with his philosophy of never compromising on quality regardless of commercial pressure.",False,0.229,False,0.35,fail,True,5900,228,175,
c9860663-bd36-4ec7-89fb-d54891bbe583,WB-PRD-0227-L2,2,"In the 1855 Bordeaux Classification, how many estates were ranked as Cinquièmes Crus (Fifth Growths)?",Eighteen,18,0.85,"The 1855 Classification originally included 18 Cinquièmes Crus (Fifth Growths) for red wines from the Médoc, making it the largest category in the classification.",False,0.0,False,0.72,pass,True,2366,151,77,
2e156464-4ef6-4786-bc08-6173cf82c21c,WB-PRD-0225-L2,2,"In the Australian state of Victoria, which white grape saw notably expanded plantings for varietal bottlings during the late 1990s and into the 2000s?",Viognier,Pinot Gris,0.62,"Victoria, particularly the Yarra Valley and other cool-climate regions, saw notable expansion of Pinot Gris plantings during the late 1990s and 2000s as producers sought aromatic white varieties suited to the cooler terroir, though Chardonnay remained dominant and Viognier also grew during this period.",False,0.333,False,0.45,warn,True,3124,156,108,
04b81efa-9d37-456d-a000-b6d4ae890671,WB-PRD-0224-L2,2,"A German wine organization comprising over 200 member estates has enforced binding quality benchmarks for its members and, beginning in 1990, added ecological criteria to those standards. Which organization is this?",VDP (Verband Deutscher Prädikatsweingüter),Verband Deutscher Prädikatsweingüter (VDP),0.82,"The VDP (formerly Verband Deutscher Naturweinversteigerer) is a German association of top wine estates with over 200 members known for enforcing strict quality standards, and it incorporated ecological/sustainable farming criteria into its membership requirements around 1990.",True,0.878,True,0.72,warn,True,3431,162,104,
a248fc6b-b0c9-478c-bcbc-50e51602b918,WB-PRD-0226-L2,2,"A 2022 release named 'Brother Nature' was produced as a genuine field blend of 12 white grape varieties, all interplanted in a single parcel and harvested and fermented together. Which Austrian winemaking tradition does this method emulate?",Gemischter Satz,Gemischter Satz,0.85,"Gemischter Satz is the traditional Viennese (and broader Austrian) practice of interplanting multiple white grape varieties in a single vineyard and harvesting and fermenting them together as a field blend, which is exactly what this 'Brother Nature' wine emulates.",True,1.0,True,0.85,fail,True,3161,177,101,
626298ae-e438-430c-82d4-3a99eaeb2809,WB-PRD-0229-L2,2,Which Australian producer is identified as both the earliest vineyard founded in the area now called Eden Valley and the first estate to put Riesling into the ground in Australia?,Pewsey Vale,Pewsey Vale,0.55,"Pewsey Vale, established in 1847 by Joseph Gilbert, is frequently cited as one of the earliest vineyards in the Eden Valley region and is associated with pioneering Riesling plantings in Australia, though I have moderate uncertainty about whether it holds both distinctions definitively.",True,1.0,False,0.35,fail,True,3234,156,99,
852845c7-31bf-4cd4-aaf7-741d3eb7f3de,WB-PRD-0230-L2,2,"Which event is staged on the grounds of Mount Hope Estate and Winery in Manheim, Pennsylvania, and runs across 13 weekends from early August to late October?",Pennsylvania Renaissance Faire,Pennsylvania Renaissance Faire,0.85,"Mount Hope Estate and Winery in Manheim, Pennsylvania is well known as the host site of the Pennsylvania Renaissance Faire, which runs across multiple weekends during the summer and fall season.",True,1.0,True,0.75,fail,True,2644,158,73,
28cd2597-346a-4b27-821c-680d0f380c8e,WB-PRD-0231-L2,2,"Which Champagne house, established in 1858 by Eugène Mercier, is noted here for making both vintage and non-vintage cuvées?",Champagne Mercier,Mercier,0.95,"The question directly references Eugène Mercier founding a Champagne house in 1858, which is the well-known history of Champagne Mercier, a major house based in Épernay that produces both vintage and non-vintage cuvées.",True,1.0,True,0.85,fail,True,2708,156,89,
b9af0148-e8aa-4c6d-b7ba-60427e7e10b9,WB-BIZ-0182-L2,2,"Under the official regulatory frameworks of both the United Kingdom and the European Union, which specific classification level is granted to 'English regional wine'?",Protected Geographical Indication,Protected Geographical Indication (PGI),0.72,"Under EU wine classification (retained in UK law post-Brexit), 'English regional wine' falls under the Protected Geographical Indication (PGI) category, which is the lower of the two main quality tiers (below PDO/Protected Designation of Origin), equivalent to the former 'table wine with geographical indication' level, distinguishing it from the higher 'English wine' PDO classification.",True,1.0,True,0.35,fail,True,3693,150,128,
75c29f77-5f6c-45b3-b1c8-7f6cad0d7cc8,WB-VIT-0186-L2,2,What was the main effect of canopy manipulation on the grapevines in the study?,Increased lighting conditions in the canopy,"Canopy manipulation improved light penetration and air circulation within the vine canopy, leading to better fruit quality, improved ripening, reduced disease pressure, and enhanced wine quality characteristics such as higher sugar accumulation and improved phenolic development.",0.35,"This question references a specific 'study' without identifying which one, so I can only provide general viticultural knowledge about the well-documented effects of canopy management techniques (leaf removal, shoot positioning, hedging), which consistently show improved light exposure and fruit quality outcomes, but I cannot identify the specific study being referenced.",False,0.187,False,0.2,fail,True,5318,140,147,
594f50a8-3c6f-440d-91fc-c75d5bac733c,WB-BIZ-0183-L2,2,During which year did the national legislature of Spain officially enact the Vino de Pago quality tier?,2003,2003,0.7,"Spain's Law of the Vine and Wine (Ley de la Viña y del Vino) was enacted in 2003, which officially established the Vino de Pago as the highest quality tier in the Spanish wine classification system.",True,1.0,True,0.65,fail,True,3088,144,90,
1eea7914-6e11-4845-bf46-d03a8ac5d8b1,WB-PRD-0228-L2,2,"Which producer is based in Lisle-sur-Tarn, about 50 kilometres northeast of Toulouse, in the central part of the Gaillac wine area in southern France?",Château de Saurs,Domaine Plageoles (Robert et Bernard Plageoles),0.55,"Plageoles is the most famous producer associated with the Gaillac appellation and the Lisle-sur-Tarn area, known for preserving indigenous grape varieties, though I am not fully certain of their exact commune location.",False,0.161,False,0.35,fail,True,8542,162,95,
ab7ffa36-1cb4-4079-b7fd-d395d3e4e72f,WB-GRP-0219-L2,2,"A red-skinned grape variety is noted for lacking the aromatic profile typical of Gewürztraminer, despite sharing a similar skin color with certain Traminer variants. Which grape is described by this characteristic?",Savagnin rose,Savagnin Rose (or Traminer),0.55,"Within the Traminer family, there are variants with red/pink skins (such as Savagnin Rose or Roter Traminer) that share the pinkish skin color associated with Gewürztraminer but lack its intense aromatic (spicy, lychee, rose) profile, distinguishing them as non-aromatic relatives of the Gewürztraminer clone.",True,1.0,False,0.35,pass,True,4223,166,124,
4c54192d-8c8a-404e-8993-5fa9d8a66e0a,WB-GRP-0222-L2,2,Which red grape variety is characterized by producing wines with pronounced tannin structure and often reaches high levels of alcohol due to its late ripening and thick skins?,Mourvèdre,Cabernet Sauvignon,0.85,"Cabernet Sauvignon is widely known for its thick skins (contributing to pronounced tannins), late ripening nature, and tendency to achieve high alcohol levels in warm climates, though Syrah/Shiraz and Nebbiolo also share some of these traits.",False,0.074,False,0.75,fail,True,3695,154,101,
4bfdea06-bc78-464b-87dc-9ecee225a7ae,WB-BIZ-0184-L2,2,"Following a severe downward trend in winemaking volume that began in 2016, which country saw its total national output drop beneath 4,000,000 hectolitres by the year 2023?",China,Argentina,0.45,"Argentina has experienced significant declines in wine production since the mid-2010s due to economic instability, reduced vineyard area, and climate challenges, making it a plausible candidate to have dropped below 4 million hectoliters by 2023, though I am not fully certain of the exact figures.",False,0.429,False,0.65,pass,True,5241,165,95,
8f404c88-3bf6-4928-9dcc-6c3a01c213f8,WB-REG-0198-L2,2,"In which country's viticultural industry do white styles account for exactly 67% of total volume, with the bulk of this production concentrated in its inland continental areas?",Croatia,Hungary,0.35,"Hungary is known for predominantly white wine production (Furmint, Hárslevelű, etc.) concentrated in inland continental regions like Eger and Tokaj, and while white styles do dominate, I cannot confirm the exact 67% figure with certainty, making this a low-confidence guess.",False,0.143,False,0.35,pass,True,3099,155,96,
241a2f81-ded8-40c7-aa71-af166560cba8,WB-BIZ-0186-L2,2,"Which Spanish Denominación de Origen Protegida uses the four-tier maturity labeling sequence Cosecha, Crianza, Reserva, and Gran Reserva?",Penedès DOP,Rioja,0.85,"Rioja is the most iconic Spanish DOP associated with the four-tier aging classification of Cosecha (or Genérico), Crianza, Reserva, and Gran Reserva, though this system is also used in other Spanish DOPs; Rioja is the region most classically identified with and known for this labeling hierarchy.",False,0.125,False,0.95,pass,True,3957,161,106,
664b4d69-76ef-4381-96d1-f5c11ee0b0a5,WB-VIT-0189-L2,2,Which wine region's terroir is characterized by a transition from morainic gravels near the shores of Lake Garda to residual gravels of dolomite origin combined with alluvial sediments within its central flatlands?,Valpolicella,Lugana,0.72,"Lugana DOC, situated on the southern shores of Lake Garda spanning Lombardy and Veneto, is known for its glacial morainic soils near the lake transitioning to clay-rich alluvial and dolomitic gravel soils in its central flatlands, which is a defining characteristic of its terroir.",False,0.222,False,0.65,pass,True,3674,169,109,
ff5ebd5a-9553-4673-abd0-3a76d7fe5e07,WB-BIZ-0188-L2,2,"When member states approve an OIV resolution by consensus, what status does that resolution have before individual countries choose to adopt it into domestic wine law?",A non-binding recommendation that many nations later use in their own legislation,"An OIV resolution approved by consensus has the status of an international recommendation or standard, meaning it is a non-binding guideline that member states are encouraged but not legally obligated to incorporate into their domestic wine legislation.",0.62,"The OIV (International Organisation of Vine and Wine) functions as an intergovernmental scientific and technical reference body, and its resolutions, once adopted by consensus among member states, carry the status of international recommendations or standards that are persuasive and authoritative but not automatically legally binding until individual countries choose to transpose them into national law.",False,0.366,False,0.45,fail,True,4301,151,149,
563ee7cb-c0eb-4425-9e27-8a73ee9daeea,WB-VIT-0191-L2,2,"A European nation's viticultural map is broadly categorized into three primary geographic zones known locally as Zapadna kontinentalna, Istočna kontinentalna, and Primorska. Which country utilizes this specific regional classification?",Croatia,Slovenia,0.95,"Slovenia divides its wine regions into three main zones: Primorska (coastal/western), Posavje (formerly part of Vzhodna kontinentalna), and Podravje, with the broader classification using the terms Zapadna kontinentalna (Western Continental), Istočna kontinentalna (Eastern Continental), and Primorska (Littoral/Coastal), which are Slovenian geographic designations for its viticultural areas.",False,0.4,False,0.72,pass,True,3854,170,127,
6eb2f957-f611-4248-bed0-38d97985a6ed,WB-WMK-0184-L2,2,What is the permitted tolerance for the stated percentage of each grape variety on a US wine label that lists two or more varieties?,±2%,5%,0.72,"Under TTB regulations for US wine labeling, when two or more grape varieties are listed on a label, each stated percentage must be accurate within a tolerance of plus or minus 5 percentage points.",False,0.0,True,0.45,warn,True,4438,146,77,
ec0e2574-729e-425e-8720-3f05d410881b,WB-VIT-0190-L2,2,"As of 2022, what was the approximate worldwide surface area managed under organic grape-growing protocols, and what share of the overall planted acreage did this represent?","540,000 hectares, equating to 7.5 percent of all plantings","Approximately 400,000–450,000 hectares of vineyards worldwide were managed under organic grape-growing protocols as of around 2022, representing roughly 5–6% of the total global vineyard area of approximately 7.5 million hectares.",0.45,"Based on general knowledge of organic viticulture trends reported by bodies such as FiBL and the OIV, organic vineyard area had been growing steadily and was estimated in the low hundreds of thousands of hectares, but the precise 2022 figure is uncertain and my recollection places it somewhere in the 400,000–500,000 ha range, equating to roughly 5–7% of global plantings.",False,0.272,False,0.55,warn,True,4955,156,183,
0f8a64d9-5a94-4564-830d-7dfc6bdd79c9,WB-WMK-0187-L2,2,Which aspect of the winemaking process requires careful handling and temperature control for Argentine wine?,Fermentation,"Fermentation temperature control is critical in Argentine winemaking, particularly to preserve the fresh fruit aromas and prevent overheating in the warm, high-altitude growing regions like Mendoza.",0.72,"Argentina's wine regions, especially Mendoza, experience high temperatures and intense sunlight, making temperature-controlled fermentation essential to prevent runaway fermentation that can destroy delicate aromas and flavors in varietals like Malbec.",True,1.0,True,0.72,fail,True,3820,139,123,
400c1e84-bade-4712-9051-cd28b51964eb,WB-WMK-0185-L2,2,"Which winemaking technique is commonly used for Tempranillo, similar to the process used in Beaujolais?",Carbonic maceration,Carbonic maceration,0.72,"Carbonic maceration is the technique famously associated with Beaujolais (Gamay), and it is also used in certain Tempranillo-producing regions of Spain, particularly in Rioja Alavesa, where it is known locally as 'maceración carbónica,' producing fresh, fruity styles of wine.",True,1.0,True,0.6,fail,True,6206,147,112,
796d7194-be9e-45d8-a16e-60e5f154b56a,WB-BIZ-0189-L2,2,"According to a recent industry survey, which two markets account for 65% of English wine exports?",USA and Scandinavia,The United States and Sweden (or possibly Denmark/Nordic markets),0.2,"English wine exports are relatively small in volume, and while the US and Scandinavian markets (particularly Sweden with its Systembolaget monopoly) are commonly cited as key export destinations, I do not have reliable recall of a specific industry survey citing two markets accounting for exactly 65% of exports, so this is a low-confidence guess.",False,0.313,False,0.35,warn,True,3730,141,117,
88ada61c-76ba-4e8c-9d94-10fb5665fe90,WB-BIZ-0190-L2,2,How many bottles of Prosecco DOC were produced in 2023?,Around 600 million,Approximately 657 million bottles of Prosecco DOC were produced in 2023,0.3,"Prosecco DOC has been producing in the range of 500-700 million bottles annually in recent years, but I do not have reliable specific 2023 production figures in my training data and this estimate carries significant uncertainty.",False,0.292,False,0.35,warn,True,3167,138,103,
f5e1ad9e-e0aa-4cc0-8c7d-d22790cd5fa2,WB-BIZ-0191-L2,2,Which Slovenian wine classification level corresponds to the German Spätlese level in terms of sweetness?,Pozna trgatev,Pozna trgatev,0.6,"Slovenia uses a classification system similar to the German Prädikat system, and 'Pozna trgatev' (late harvest) corresponds to the German Spätlese level, as both refer to late-harvested grapes with elevated sugar levels.",True,1.0,True,0.45,warn,True,3013,144,95,
5b69804b-2769-499d-af47-007536b9c43f,WB-BIZ-0192-L2,2,"What is the recommended daily consumption of red wine, such as Cviček, to improve antioxidant activity in the blood and prevent aggregation?",1 to 2 glasses,2 deciliters (200 ml) per day,0.35,"Some studies on moderate red wine consumption and cardiovascular health have suggested around 1-2 dl (100-200 ml) daily may improve antioxidant activity and reduce platelet aggregation, but I am not confident in a specific figure tied to Cviček research, as this is a niche Slovenian light red wine with limited widely-known clinical study data.",False,0.186,False,0.45,fail,True,3602,153,126,
ca903853-b5ec-4339-8743-5431302c597d,WB-GRP-0230-L2,2,Which Austrian wine category is generally a lusciously sweet dessert style produced from berries affected by noble rot?,Ausbruch,Trockenbeerenauslese,0.92,"Trockenbeerenauslese (TBA) is the highest Prädikat level in Austrian (and German) wine classification, made from individually selected shriveled berries affected by Botrytis cinerea (noble rot), producing an intensely sweet, luscious dessert wine.",False,0.214,False,0.85,fail,True,2876,144,108,
5484363b-0906-488d-bd69-1a3aafa2c88e,WB-VIT-0192-L2,2,"Which Central Otago subregion is situated to the east of both the Clutha River / Mata-Au and Lake Dunstan, with vineyards on mid-level sites around 220 metres and also on upper terraces at roughly 330 to 350 metres?",Bendigo,Cromwell Basin (Bannockburn),0.45,"Bannockburn sits to the east/southeast of Lake Dunstan and the Clutha/Kawarau confluence area with terraced vineyards at varying elevations, though I am not fully certain this matches all the geographic criteria described regarding position relative to both the Clutha River and Lake Dunstan.",False,0.059,False,0.65,fail,True,3476,183,105,
0e174f88-a576-47d5-ba89-cb4925d98992,WB-WMK-0186-L2,2,"According to the OIV, for which purposes is activated carbon permitted in winemaking?",Decolourising musts and removing off-odours,"According to the OIV, activated carbon (charcoal) is permitted in winemaking for the treatment of musts and wines to reduce excessive color in white wines made from lightly pigmented red grapes, to remove off-flavors and taints (such as certain volatile compounds and browning), and for decolorization purposes in white wine production. It is specifically authorized for use on musts prior to fermentation for decolorization and for removing certain undesirable taste and odor compounds.",0.55,"Based on general OIV enological practices knowledge, activated carbon is primarily permitted for decolorization of white musts/wines (especially those made from teinturier or lightly pigmented red grapes) and for removing off-flavors, though I am not fully certain of the precise and complete list of permitted purposes as defined in the current OIV International Oenological Codex.",False,0.121,False,0.65,fail,True,8466,140,225,
87fc9c5d-3f25-4a98-a626-c1a85a8a8e34,WB-GRP-0228-L2,2,"Following the phylloxera crisis, vineyards in which country were replanted onto American rootstocks, with 99 Richter and 110 Richter now the most common choices?",South Africa,France,0.55,"While American rootstocks like 99R and 110R are used across many wine regions post-phylloxera, the question's specific mention of 99 Richter and 110 Richter as 'most common choices' points toward France or possibly South Africa or Spain, but France is the most historically prominent country associated with the phylloxera crisis and widespread rootstock adoption, making it the best general answer, though these rootstocks are particularly noted in regions like Bordeaux and the Rhône.",False,0.333,False,0.75,fail,True,3918,164,141,
aa0e5eb4-8fd3-426d-81de-daa65ad17b36,WB-WMK-0190-L2,2,Which traditional winemaking approach is characterized as an extreme expression of Georgian viticultural heritage?,Kakhetian method,Qvevri winemaking (skin-contact fermentation and aging in buried clay vessels),0.95,"Georgia is widely recognized as one of the oldest wine regions in the world, and its most distinctive traditional method involves fermenting and aging wine — including white wines with extended skin contact — in large buried clay vessels called qvevri, a practice recognized by UNESCO as an Intangible Cultural Heritage and considered the extreme expression of Georgian viticultural heritage.",False,0.215,False,0.85,pass,True,4228,140,126,
64cf7c28-d88b-4c06-83d7-1f73ee7a787a,WB-VIT-0194-L2,2,"Which producer is described as holding large vineyard holdings in Israel's northern Sharon Plain, the country's biggest grape-growing area influenced by the Mount Carmel range and Mediterranean breezes?",Carmel,Carmel Winery,0.55,"Carmel Winery (formerly Société Coopérative Vigneronne des Grandes Caves) is one of Israel's oldest and largest wine producers with extensive vineyard holdings across multiple Israeli regions including the Sharon Plain area near Mount Carmel, making it the most likely candidate for this description.",True,1.0,True,0.65,pass,True,5695,160,100,
0ec9373e-8f4b-4c31-8946-5a5211631605,WB-WMK-0189-L2,2,Which method was used to produce sweet wines by fermenting grapes that had undergone moisture reduction prior to fermentation?,Fermentation of dehydrated grapes,Passito method (also known as appassimento or dried grape method),0.85,"The passito/appassimento method involves drying or desiccating grapes before fermentation to concentrate sugars through moisture reduction, producing naturally sweet wines such as Amarone, Recioto, and various Italian passito wines.",False,0.392,False,0.75,fail,True,5318,145,100,
24493015-defb-404b-b2aa-ed966fea1f2d,WB-REG-0202-L2,2,"In Portugal, some zones within a broader wine region receive a higher-controlled appellation status. Under which DOC title are certain areas of Alentejo classified?",Alentejo DOC,"DOC Alentejo, with sub-regions such as Portalegre, Borba, Redondo, Reguengos, Vidigueira, Évora, Granja-Amareleja, and Moura classified under the broader DOC Alentejo appellation",0.6,"Alentejo has a regional VR (Vinho Regional Alentejano) designation and a DOC Alentejo that encompasses eight sub-regions (concelhos), each of which can be considered a higher-controlled zone within the broader Alentejo wine region.",False,0.126,False,0.45,fail,True,5218,155,162,
