uuid,qid,difficulty,stem,options,gold,haiku_selected,haiku_confidence,haiku_correct,haiku_reasoning,sonnet_selected,sonnet_confidence,sonnet_correct,sonnet_reasoning,b2_severity
33ac15b4-09f0-492c-9ad4-2b3aa837f8f8,WB-BIZ-0179-L2,2,"A widely planted red grape variety in California, known for producing bold, fruit-forward wines, has a median market price of $27 per bottle. Which grape variety is associated with this price point based on recent market data?","A. Pinot Noir
B. Cabernet Franc
C. Zinfandel
D. Syrah",C,A,0.6,False,"Pinot Noir is the most widely planted premium red variety in California and typically commands mid-range prices around $27, though the 'bold, fruit-forward' descriptor fits Zinfandel better, making this question somewhat ambiguous.",C,0.62,True,"Zinfandel is a widely planted, distinctly Californian red grape known for bold, fruit-forward wines and typically sits in an accessible mid-range price point around $20-30, making $27 a plausible median market price for the variety.",warn
85a66052-7c70-4faa-8ac0-d8a8c7fcb157,WB-BIZ-0180-L2,2,"A white wine from Italy has a median market price of $20, produced primarily in the Piedmont region. Which grape variety is most likely responsible for this pricing trend?","A. Greco
B. Arneis
C. Fiano
D. Verdicchio",B,B,0.75,True,"Arneis is a prestigious white wine from Piedmont (specifically Roero) that commands higher prices around $20 median, whereas Greco and Fiano are primarily southern Italian varieties, and Verdicchio is from central Italy.",B,0.85,True,"Arneis is the primary white grape variety of Piedmont (notably Roero Arneis DOCG), producing wines that typically fall in the $15-$25 price range, while Greco and Fiano are Southern Italian varieties and Verdicchio is from Marche.",fail
65faf987-bfb4-4d64-bcb4-81a3abf7eced,WB-BIZ-0177-L2,2,Growing consumer focus on environmental practices and product integrity in viticulture has led to greater market interest in which category of wine production?,"A. Organic and biodynamic
B. Fortified and aged
C. Irrigated and high-yield
D. Carbonated and sweetened",A,A,0.95,True,"Organic and biodynamic wines directly address environmental sustainability and product integrity concerns, which are the core drivers mentioned in the question, while the other options represent either traditional/industrial practices or unrelated production methods.",A,0.98,True,"Growing consumer awareness of environmental sustainability and product integrity directly aligns with organic and biodynamic wine production, which emphasizes chemical-free farming, ecosystem health, and transparent practices.",fail
04b81efa-9d37-456d-a000-b6d4ae890671,WB-PRD-0224-L2,2,"A German wine organization comprising over 200 member estates has enforced binding quality benchmarks for its members and, beginning in 1990, added ecological criteria to those standards. Which organization is this?","A. VDP (Verband Deutscher Prädikatsweingüter)
B. Deutscher Weinbauverband (DWV)
C. Deutsches Weininstitut (DWI)
D. Bundesweinprämierung",A,A,0.75,True,"The VDP is known as a prestigious German wine organization with strict quality standards and member estates, and it's the most likely candidate to have formalized ecological criteria in 1990 among these options.",A,0.85,True,"The VDP (Verband Deutscher Prädikatsweingüter) is the elite association of approximately 200 top German wine estates known for enforcing strict quality standards and incorporating ecological/sustainability criteria, making it the best fit for this description.",warn
8811163d-85e7-441a-88e4-105273b57581,WB-PRD-0243-L2,2,"Imagine you are the winemaker at Château Musar in Lebanon. In 1992, you face a challenging vintage with weaker-than-usual grapes. Your predecessor, Serge Hochar, managed the estate from 1959 until his passing in 2014. Knowing that the red Musar is typically oak aged for longer periods, and considering the current vintage's weakness, what decision might you make regarding the 1992 red Chateau Musar production?","A. Declassify the 1992 vintage due to its weak quality
B. Age the wine in oak for the usual extended period to compensate for the weak vintage
C. Release the wine commercially as usual, despite the weak vintage
D. Blend the weak 1992 vintage with stronger vintages to improve its quality",A,A,0.72,True,"Château Musar, known for quality and consistency, would likely declassify a weak vintage rather than compromise their reputation through extended oak aging, blending across vintages, or releasing substandard wine under the main label.",A,0.75,True,"Château Musar is known for occasionally skipping vintages entirely when quality is insufficient — notably, no 1976 or 1984 red was released due to war or poor quality — and Serge Hochar was famously uncompromising about quality, making declassification the most historically consistent decision for a weak vintage like 1992.",fail
a248fc6b-b0c9-478c-bcbc-50e51602b918,WB-PRD-0226-L2,2,"A 2022 release named 'Brother Nature' was produced as a genuine field blend of 12 white grape varieties, all interplanted in a single parcel and harvested and fermented together. Which Austrian winemaking tradition does this method emulate?","A. Strohwein
B. Ausbruch
C. Schilcher
D. Gemischter Satz",D,D,0.85,True,"Gemischter Satz is the traditional Austrian practice of interplanting multiple grape varieties in a single vineyard parcel and harvesting/fermenting them together, which directly matches the 'Brother Nature' field blend method described.",D,0.97,True,"Gemischter Satz is the Viennese tradition of interplanting multiple grape varieties in a single vineyard and harvesting and fermenting them together as a field blend, which is exactly what this 'Brother Nature' wine emulates.",fail
2e156464-4ef6-4786-bc08-6173cf82c21c,WB-PRD-0225-L2,2,"In the Australian state of Victoria, which white grape saw notably expanded plantings for varietal bottlings during the late 1990s and into the 2000s?","A. Semillon
B. Viognier
C. Riesling
D. Marsanne",B,C,0.72,False,"Riesling experienced significant expansion in Victorian plantings during the late 1990s-2000s, particularly in cooler regions like the Yarra Valley and Macedon Ranges, as Australian winemakers increasingly focused on premium varietal expressions of this grape.",D,0.65,False,"Victoria, particularly the Goulburn Valley (Tahbilk) and Yea Valley regions, has a long history with Marsanne, and it saw expanded varietal bottlings and recognition during the late 1990s and 2000s as producers highlighted it as a distinctive Victorian white variety.",warn
1eea7914-6e11-4845-bf46-d03a8ac5d8b1,WB-PRD-0228-L2,2,"Which producer is based in Lisle-sur-Tarn, about 50 kilometres northeast of Toulouse, in the central part of the Gaillac wine area in southern France?","A. Château de Pibarnon
B. Domaine Tempier
C. Mas de Daumas Gassac
D. Château de Saurs",D,D,0.65,True,"Château de Saurs is a known producer in the Gaillac region of southern France, and the location description matches a central Gaillac producer, while the other options are associated with different French wine regions (Bandol, Languedoc).",D,0.7,True,"Château de Saurs is a well-known estate located in Lisle-sur-Tarn in the Gaillac appellation of southwest France, while the other options are producers from Bandol (Pibarnon, Tempier) and the Languedoc (Mas de Daumas Gassac).",fail
28cd2597-346a-4b27-821c-680d0f380c8e,WB-PRD-0231-L2,2,"Which Champagne house, established in 1858 by Eugène Mercier, is noted here for making both vintage and non-vintage cuvées?","A. Champagne Pol Roger
B. Champagne Mercier
C. Champagne Bollinger
D. Champagne Gosset",B,B,0.95,True,Champagne Mercier was established in 1858 by Eugène Mercier and is a well-known house producing both vintage and non-vintage champagnes.,B,0.95,True,"Champagne Mercier was founded by Eugène Mercier in 1858, making it the directly named answer matching both the founder and establishment date given in the question.",fail
852845c7-31bf-4cd4-aaf7-741d3eb7f3de,WB-PRD-0230-L2,2,"Which event is staged on the grounds of Mount Hope Estate and Winery in Manheim, Pennsylvania, and runs across 13 weekends from early August to late October?","A. New York Wine & Food Classic
B. Virginia Renaissance Faire
C. Maryland Renaissance Festival
D. Pennsylvania Renaissance Faire",D,D,0.85,True,"Mount Hope Estate and Winery in Manheim, Pennsylvania is a well-known venue for the Pennsylvania Renaissance Faire, which runs for multiple weekends in late summer and fall, matching the described 13-weekend schedule from August to October.",D,0.85,True,"The Pennsylvania Renaissance Faire is well-known for being held at Mount Hope Estate and Winery in Manheim, Pennsylvania, running across multiple weekends in late summer and fall.",fail
626298ae-e438-430c-82d4-3a99eaeb2809,WB-PRD-0229-L2,2,Which Australian producer is identified as both the earliest vineyard founded in the area now called Eden Valley and the first estate to put Riesling into the ground in Australia?,"A. Pewsey Vale
B. Henschke
C. Yalumba
D. Mountadam",A,B,0.72,False,"Henschke is historically recognized as one of the earliest producers in Eden Valley (established 1868) and is credited with pioneering Riesling plantings in Australia, though Pewsey Vale also has strong historical claims in the region.",A,0.72,True,"Pewsey Vale, established in 1847 by Joseph Gilbert, is widely credited as the earliest vineyard in what is now Eden Valley and is recognized as the first estate to plant Riesling in Australia.",fail
75c29f77-5f6c-45b3-b1c8-7f6cad0d7cc8,WB-VIT-0186-L2,2,What was the main effect of canopy manipulation on the grapevines in the study?,"A. Reduced presence of damaged fruits
B. Increased resistance to fungal diseases
C. Increased lighting conditions in the canopy
D. Reduced sunlight exposure for the fruit",C,C,0.65,True,"Canopy manipulation in viticulture typically aims to improve light penetration and air circulation through the canopy, with increased lighting conditions being the primary intended effect to enhance fruit quality and disease prevention.",C,0.7,True,"Canopy manipulation techniques (such as leaf removal, shoot positioning, and hedging) are primarily aimed at improving light penetration and air circulation within the vine canopy, thereby increasing lighting conditions for the fruit and leaves.",fail
594f50a8-3c6f-440d-91fc-c75d5bac733c,WB-BIZ-0183-L2,2,During which year did the national legislature of Spain officially enact the Vino de Pago quality tier?,"A. 2003
B. 2000
C. 2005
D. 2001",A,A,0.65,True,"Vino de Pago was officially established as a Spanish quality tier in the early 2000s, with 2003 being the most likely year for legislative enactment, though this is not a date I can verify with high certainty.",A,0.7,True,Spain's Wine Law establishing the Vino de Pago (single-estate wine) quality tier was enacted in 2003 through the Ley de la Viña y del Vino.,fail
c9860663-bd36-4ec7-89fb-d54891bbe583,WB-PRD-0227-L2,2,"In the 1855 Bordeaux Classification, how many estates were ranked as Cinquièmes Crus (Fifth Growths)?","A. Fourteen
B. Twenty-two
C. Eighteen
D. Sixteen",C,B,0.72,False,"The 1855 Bordeaux Classification included 18 First Growths through Fourth Growths combined, with the Fifth Growths being the largest category at approximately 22 estates, though this number is somewhat variable depending on how historical records are counted.",C,0.55,True,"The 1855 Classification included 18 Fifth Growth (Cinquièmes Crus) châteaux, making it the largest category in the classification, though I have some uncertainty between 18 and other numbers.",pass
b9af0148-e8aa-4c6d-b7ba-60427e7e10b9,WB-BIZ-0182-L2,2,"Under the official regulatory frameworks of both the United Kingdom and the European Union, which specific classification level is granted to 'English regional wine'?","A. Quality Wine Produced in a Specified Region
B. Protected Geographical Indication
C. Traditional Speciality Guaranteed
D. Protected Designation of Origin",B,B,0.72,True,"English regional wines typically receive Protected Geographical Indication (PGI) status under EU/UK wine regulations, which allows wines from broader English regions to use geographic names while being less restrictive than PDO classifications.",B,0.72,True,"English regional wine falls under the Protected Geographical Indication (PGI) category, which is the lower tier of the EU/UK geographical indication system for wines that have a connection to a region but do not meet the stricter requirements of a PDO, distinguishing it from fully quality-classified wines with Protected Designation of Origin status.",fail
4bfdea06-bc78-464b-87dc-9ecee225a7ae,WB-BIZ-0184-L2,2,"Following a severe downward trend in winemaking volume that began in 2016, which country saw its total national output drop beneath 4,000,000 hectolitres by the year 2023?","A. South Africa
B. Chile
C. Australia
D. China",D,C,0.72,False,"Australia experienced severe drought conditions from 2016 onwards that significantly impacted wine production volumes, causing output to decline substantially and fall below 4 million hectolitres by 2023.",D,0.38,True,"China's wine production has been reported to have declined significantly from its peak around 2016-2017, with output falling sharply in subsequent years, potentially dropping below 4 million hectolitres by 2023, though I have low confidence in the precise figures.",pass
4c54192d-8c8a-404e-8993-5fa9d8a66e0a,WB-GRP-0222-L2,2,Which red grape variety is characterized by producing wines with pronounced tannin structure and often reaches high levels of alcohol due to its late ripening and thick skins?,"A. Graciano
B. Tempranillo
C. Mourvèdre
D. Grenache",C,B,0.85,False,"Tempranillo is renowned for its pronounced tannin structure, late ripening characteristics, and thick skins that contribute to high alcohol levels, making it the classic choice among these Spanish varieties.",C,0.82,True,"Mourvèdre (Monastrell) is known for its thick skins producing pronounced tannins, late ripening, and tendency to reach high alcohol levels, characteristics that distinguish it from the others listed.",fail
8f404c88-3bf6-4928-9dcc-6c3a01c213f8,WB-REG-0198-L2,2,"In which country's viticultural industry do white styles account for exactly 67% of total volume, with the bulk of this production concentrated in its inland continental areas?","A. Croatia
B. Bulgaria
C. Georgia
D. Slovenia",A,B,0.45,False,"Bulgaria has significant white wine production in continental inland regions, though I cannot verify the exact 67% figure with confidence.",D,0.35,False,"Slovenia is known for significant white wine production, particularly in its inland continental regions like Podravje and Posavje, making it a plausible candidate, though the exact 67% figure is not something I can verify with confidence.",pass
ab7ffa36-1cb4-4079-b7fd-d395d3e4e72f,WB-GRP-0219-L2,2,"A red-skinned grape variety is noted for lacking the aromatic profile typical of Gewürztraminer, despite sharing a similar skin color with certain Traminer variants. Which grape is described by this characteristic?","A. Pinot gris
B. Savagnin rose
C. Savagnin Blanc
D. Muscat rouge",B,B,0.6,True,"Savagnin rose is a red-skinned variant of Savagnin that shares the Traminer family connection with Gewürztraminer but lacks the pronounced aromatic profile characteristic of Gewürztraminer, making it the best fit for this description.",B,0.55,True,"Savagnin Rose is a red-skinned variant of the Savagnin/Traminer family that shares the pink/red skin color associated with certain Traminer clones but lacks the pronounced aromatic (spicy, lychee) character that defines Gewürztraminer.",pass
ff5ebd5a-9553-4673-abd0-3a76d7fe5e07,WB-BIZ-0188-L2,2,"When member states approve an OIV resolution by consensus, what status does that resolution have before individual countries choose to adopt it into domestic wine law?","A. A non-binding recommendation that many nations later use in their own legislation
B. A private certification standard limited to winery marketing claims
C. A compulsory international rule automatically enforceable in all member states
D. A trade tariff mechanism applied to cross-border wine sales",A,A,0.85,True,"The OIV (International Organisation of Vine and Wine) is an intergovernmental organization that develops technical standards and recommendations for wine, which member states can voluntarily adopt into their own domestic legislation rather than being automatically binding.",A,0.92,True,"OIV resolutions are non-binding recommendations that serve as international reference standards, which member countries may voluntarily incorporate into their own national wine legislation rather than being automatically enforceable.",fail
664b4d69-76ef-4381-96d1-f5c11ee0b0a5,WB-VIT-0189-L2,2,Which wine region's terroir is characterized by a transition from morainic gravels near the shores of Lake Garda to residual gravels of dolomite origin combined with alluvial sediments within its central flatlands?,"A. Valpolicella
B. Franciacorta
C. Bardolino
D. Lugana",A,D,0.72,False,"Lugana is located on the southern shores of Lake Garda and is known for its distinctive terroir featuring morainic gravels near the lake transitioning to residual dolomite gravels and alluvial sediments in the central plains, which matches this specific geological description.",C,0.55,False,"Bardolino, situated on the southeastern shores of Lake Garda, is known for its morainic and glacial gravel soils near the lake transitioning to alluvial and dolomitic gravel deposits further inland, matching the described terroir transition.",pass
241a2f81-ded8-40c7-aa71-af166560cba8,WB-BIZ-0186-L2,2,"Which Spanish Denominación de Origen Protegida uses the four-tier maturity labeling sequence Cosecha, Crianza, Reserva, and Gran Reserva?","A. Rías Baixas DOP
B. Toro DOP
C. Priorat DOCa
D. Penedès DOP",D,B,0.75,False,"Toro DOP is a red wine region that uses the standard Spanish maturity classification system (Cosecha, Crianza, Reserva, Gran Reserva), while Rías Baixas specializes in white wines, Priorat uses DOCa designation with different rules, and Penedès has more flexible aging requirements.",B,0.55,False,"Toro DOP is a traditional red-wine DO in Castilla y León that follows the standard Spanish maturity classification system of Cosecha, Crianza, Reserva, and Gran Reserva, which applies to many Spanish red-wine DOs; the other options either use different classification systems (Priorat uses Vi de Finca, etc.) or focus on white wines (Rías Baixas) where Gran Reserva is less common.",pass
ec0e2574-729e-425e-8720-3f05d410881b,WB-VIT-0190-L2,2,"As of 2022, what was the approximate worldwide surface area managed under organic grape-growing protocols, and what share of the overall planted acreage did this represent?","A. 540,000 hectares, equating to 7.5 percent of all plantings
B. 420,000 hectares, equating to 5.5 percent of all plantings
C. 660,000 hectares, equating to 9.5 percent of all plantings
D. 780,000 hectares, equating to 11.5 percent of all plantings",A,A,0.72,True,"Organic viticulture has been growing steadily but remains a minority practice; 540,000 hectares at ~7.5% aligns with my understanding of organic wine's market penetration as of 2022, being substantial but not dominant.",B,0.45,False,"Based on general knowledge, organic viticulture has been growing but still represents a relatively modest share of global plantings, with figures around 400,000-500,000 hectares and roughly 5-6% of total area seeming most plausible for around 2022, making option B the closest estimate, though I have low confidence in the precise figures.",warn
6eb2f957-f611-4248-bed0-38d97985a6ed,WB-WMK-0184-L2,2,What is the permitted tolerance for the stated percentage of each grape variety on a US wine label that lists two or more varieties?,"A. ±2%
B. ±1%
C. ±3%
D. ±4%",A,B,0.72,False,US wine labeling regulations under the TTB allow a ±1% tolerance for stated grape variety percentages to account for natural variation in blending and analysis methods.,A,0.7,True,"US TTB regulations allow a ±2% tolerance for stated grape variety percentages when two or more varieties are listed on a label, as long as the total still adds up to 100%.",warn
563ee7cb-c0eb-4425-9e27-8a73ee9daeea,WB-VIT-0191-L2,2,"A European nation's viticultural map is broadly categorized into three primary geographic zones known locally as Zapadna kontinentalna, Istočna kontinentalna, and Primorska. Which country utilizes this specific regional classification?","A. Bosnia and Herzegovina
B. Slovenia
C. Serbia
D. Croatia",D,B,0.75,False,"Slovenia uses these three regional wine classifications: Západna kontinentalna (Western Continental), Východna kontinentalna (Eastern Continental), and Primorska (Coastal), which align with its geographic position between the Alps, Pannonian Plain, and Adriatic coast.",B,0.92,False,"Slovenia divides its wine regions into three main zones: Zahodna Slovenija (Primorska), Podravje, and Posavje, but more specifically the official classification uses Zapadna kontinentalna (western continental), Istočna kontinentalna (eastern continental), and Primorska (coastal), which matches Slovenia's tripartite wine region system.",pass
0e174f88-a576-47d5-ba89-cb4925d98992,WB-WMK-0186-L2,2,"According to the OIV, for which purposes is activated carbon permitted in winemaking?","A. Enhancing the color of red wines
B. Clarifying wine during aging
C. Stabilizing wine before bottling
D. Decolourising musts and removing off-odours",D,D,0.85,True,"The OIV (International Organisation of Vine and Wine) permits activated carbon primarily for decolorization of musts and removal of off-odors/defects, not for enhancing color or general clarification during aging.",D,0.85,True,"According to OIV regulations, activated carbon (charcoal) is permitted in winemaking specifically for decolourising white musts and removing off-odours/off-flavours, not for use on finished red wines or as a general clarification/stabilization agent.",fail
0f8a64d9-5a94-4564-830d-7dfc6bdd79c9,WB-WMK-0187-L2,2,Which aspect of the winemaking process requires careful handling and temperature control for Argentine wine?,"A. Fermentation
B. Aging
C. Crushing
D. Bottling",A,A,0.75,True,"Fermentation requires careful temperature control in all winemaking, particularly for Argentine wines where managing heat during fermentation is critical to preserve fruit character and prevent spoilage in warm climates.",A,0.72,True,"Fermentation requires careful temperature control in Argentina's warm climate regions like Mendoza, where high ambient temperatures can cause fermentation to proceed too quickly, negatively affecting flavor development and wine quality.",fail
796d7194-be9e-45d8-a16e-60e5f154b56a,WB-BIZ-0189-L2,2,"According to a recent industry survey, which two markets account for 65% of English wine exports?","A. Australia and New Zealand
B. USA and Scandinavia
C. Japan and South Korea
D. France and Germany",B,B,0.55,True,"The USA is typically the largest export market for English wine, and Scandinavia (particularly Sweden) has shown strong growth in premium English wine imports, making this the most plausible pairing for 65% of exports.",B,0.45,True,"The USA is a major export market for English wine, and Scandinavian countries (particularly Sweden with its Systembolaget monopoly) have shown strong interest in English sparkling wine, making this pairing plausible, though I have low confidence in the specific 65% figure.",warn
88ada61c-76ba-4e8c-9d94-10fb5665fe90,WB-BIZ-0190-L2,2,How many bottles of Prosecco DOC were produced in 2023?,"A. Around 700 million
B. Around 400 million
C. Around 500 million
D. Around 600 million",D,C,0.45,False,"Prosecco DOC production has grown significantly in recent years and around 500 million bottles seems plausible for 2023 based on general knowledge of the category's scale, though this is an uncertain estimate.",D,0.4,True,"Prosecco DOC has been one of the world's highest-volume sparkling wine appellations, with production figures in recent years reported around 600 million bottles, though I have limited certainty about the precise 2023 figure.",warn
400c1e84-bade-4712-9051-cd28b51964eb,WB-WMK-0185-L2,2,"Which winemaking technique is commonly used for Tempranillo, similar to the process used in Beaujolais?","A. Whole cluster fermentation
B. Cold soak
C. Carbonic maceration
D. Extended maceration",C,C,0.72,True,"Carbonic maceration is the signature technique used in Beaujolais for producing light, fruity wines, and while it's not universal for Tempranillo, some Spanish producers use similar anaerobic fermentation methods to achieve comparable fruit-forward styles.",C,0.72,True,"Carbonic maceration is famously associated with Beaujolais (Gamay) and is also used in certain Spanish regions for Tempranillo, particularly in Rioja for young 'vino joven' style wines, to produce fresh, fruity, low-tannin wines.",fail
f5e1ad9e-e0aa-4cc0-8c7d-d22790cd5fa2,WB-BIZ-0191-L2,2,Which Slovenian wine classification level corresponds to the German Spätlese level in terms of sweetness?,"A. Pozna trgatev
B. Izbor
C. Suhi jagodni izbor
D. Jagodni izbor",A,A,0.72,True,"Pozna trgatev translates to 'late harvest' in Slovenian, which directly corresponds to the German Spätlese classification system that is also based on late-harvested grapes with higher sugar content and resulting sweetness.",A,0.7,True,"Pozna trgatev (late harvest) corresponds to the German Spätlese level, as both terms literally mean 'late harvest' and represent the same tier of ripeness in their respective classification systems.",warn
5b69804b-2769-499d-af47-007536b9c43f,WB-BIZ-0192-L2,2,"What is the recommended daily consumption of red wine, such as Cviček, to improve antioxidant activity in the blood and prevent aggregation?","A. 3 to 4 glasses
B. 5 to 6 glasses
C. 7 to 8 glasses
D. 1 to 2 glasses",D,D,0.75,True,"General health guidelines recommend moderate wine consumption of 1-2 glasses daily for potential cardiovascular benefits including antioxidant effects, while higher amounts would exceed moderation thresholds and pose health risks.",D,0.72,True,"Moderate wine consumption guidelines consistently recommend 1 to 2 glasses per day as the amount associated with health benefits such as improved antioxidant activity and reduced platelet aggregation, aligning with general medical and oenological research on polyphenols in red wine.",fail
21361abe-9ac7-4018-b555-fe52d3f23e01,WB-GRP-0229-L2,2,Which group of grape varieties is identified as being grown in Chile under the cooling effect of the Pacific coast?,"A. Cabernet Sauvignon, Merlot, Riesling, Semillon, and Viognier
B. Syrah, Carménère, Sauvignon Blanc, Pinot, and Chardonnay
C. Tempranillo, Petit Verdot, Albariño, Torrontés, and Grüner Veltliner
D. Malbec, País, Chenin Blanc, Gewürztraminer, and Marsanne",B,B,0.75,True,"Option B contains grape varieties (Syrah, Carménère, Sauvignon Blanc, Pinot Noir, Chardonnay) that are well-established in Chile's coastal regions where Pacific cooling influences viticulture, particularly in areas like Casablanca and San Antonio valleys.",B,0.75,True,"Chile's Pacific-cooled coastal regions (like Casablanca, San Antonio, Leyda) are particularly known for Syrah, Sauvignon Blanc, Pinot Noir, and Chardonnay, and Carménère is Chile's signature variety widely grown there, making option B the most coherent grouping of varieties associated with Chilean coastal/cool-climate viticulture.",warn
ca903853-b5ec-4339-8743-5431302c597d,WB-GRP-0230-L2,2,Which Austrian wine category is generally a lusciously sweet dessert style produced from berries affected by noble rot?,"A. Eiswein
B. Ausbruch
C. Sturm
D. Federweißer",B,B,0.85,True,"Ausbruch is an Austrian dessert wine category specifically made from noble rot-affected grapes (similar to German Beerenauslese), while Eiswein is ice wine from frozen grapes, Sturm is partially fermented grape juice, and Federweißer is young wine in fermentation.",B,0.85,True,"Ausbruch is a traditional Austrian (particularly Rust) sweet wine category made from botrytis-affected (noble rot) grapes, placing it between Beerenauslese and Trockenbeerenauslese in sweetness, while Eiswein is made from frozen grapes rather than noble rot, and Sturm/Federweißer are partially fermented young wines.",fail
814495e4-d31d-4dff-a4e9-93d5d617708b,WB-VIT-0193-L2,2,Which Portuguese wine area lies on limestone uplands at the northern edge of the broader Lisboa zone and reaches into the southwest of Beiras?,"A. Bairrada
B. Dão
C. Colares
D. Encostas d'Aire",D,D,0.72,True,"Encostas d'Aire is known as a limestone upland region positioned at the northern edge of the Lisboa zone and extending into southwestern Beiras, matching the geographic description provided.",D,0.72,True,"Encostas d'Aire is a DOC situated on limestone uplands at the northern boundary of the Lisboa region, and its territory extends into the southwestern part of the Beiras, matching the geographic description given.",pass
64cf7c28-d88b-4c06-83d7-1f73ee7a787a,WB-VIT-0194-L2,2,"Which producer is described as holding large vineyard holdings in Israel's northern Sharon Plain, the country's biggest grape-growing area influenced by the Mount Carmel range and Mediterranean breezes?","A. Teperberg Winery
B. Golan Heights Winery
C. Barkan Winery
D. Carmel",D,C,0.72,False,Barkan Winery is known for significant vineyard holdings in Israel's Sharon Plain region and is one of the country's major producers with operations in that northern area influenced by Mediterranean climate factors.,C,0.55,False,"Barkan Winery is known for having large vineyard holdings in the Sharon Plain region of Israel, one of the country's significant grape-growing areas in the central coastal region.",pass
5484363b-0906-488d-bd69-1a3aafa2c88e,WB-VIT-0192-L2,2,"Which Central Otago subregion is situated to the east of both the Clutha River / Mata-Au and Lake Dunstan, with vineyards on mid-level sites around 220 metres and also on upper terraces at roughly 330 to 350 metres?","A. Bannockburn
B. Alexandra Basin
C. Bendigo
D. Gibbston",C,B,0.72,False,Alexandra Basin is known as a Central Otago subregion positioned east of the Clutha River and Lake Dunstan with vineyard sites at the mid-level and upper terrace elevations described.,C,0.72,True,"Bendigo is situated on the eastern side of Lake Dunstan and the Clutha River/Mata-Au, with vineyards spread across mid-level and upper terrace sites at the elevations described, distinguishing it from Bannockburn (which is on the western side of Lake Dunstan) and Alexandra/Gibbston which are in different geographic positions.",fail
aa0e5eb4-8fd3-426d-81de-daa65ad17b36,WB-WMK-0190-L2,2,Which traditional winemaking approach is characterized as an extreme expression of Georgian viticultural heritage?,"A. Kakhetian method
B. Ancestral method
C. Kartli style
D. Qvevri technique",A,D,0.85,False,"The qvevri (or kvevri) technique is Georgia's ancient, distinctive winemaking method using large buried clay vessels and is widely recognized as an extreme/traditional expression of Georgian viticultural heritage, distinct from other methods.",A,0.72,True,"The Kakhetian method, which involves extended skin contact (often 6 months) fermenting and aging in qvevri with grape skins, seeds, and stems, is considered the most traditional and extreme expression of Georgian winemaking heritage, producing deeply tannic amber wines distinct from other regional styles.",pass
87fc9c5d-3f25-4a98-a626-c1a85a8a8e34,WB-GRP-0228-L2,2,"Following the phylloxera crisis, vineyards in which country were replanted onto American rootstocks, with 99 Richter and 110 Richter now the most common choices?","A. Argentina
B. Australia
C. South Africa
D. Chile",C,D,0.75,False,"Chile's vineyards were famously replanted on American rootstocks after phylloxera, and 99 Richter and 110 Richter are standard rootstock choices used there, though this practice is common across multiple wine regions.",C,0.45,True,"South Africa is well known for using rootstocks like 99 Richter and 110 Richter following phylloxera replanting, but Chile famously avoided phylloxera, making South Africa a stronger candidate — however the question asks which country uses these rootstocks most commonly, and South Africa is strongly associated with 99R and 110R, yet the answer options and phrasing suggest South Africa (not listed) or possibly Australia; given the options, South Africa is not available so this is uncertain, but among the listed options Australia has significant rootstock usage post-phylloxera.",fail
e68ed9f4-9289-476f-90d9-552594040e06,WB-REG-0203-L2,2,Which county pair contains the Rogue Valley AVA?,"A. Jackson and Josephine
B. Jackson and Douglas
C. Josephine and Douglas
D. Lane and Josephine",A,A,0.85,True,The Rogue Valley AVA in Oregon is located in Jackson and Josephine counties in the southwestern part of the state.,A,0.85,True,"The Rogue Valley AVA is located in southwestern Oregon, primarily within Jackson and Josephine counties, centered around the cities of Medford and Grants Pass.",fail
24493015-defb-404b-b2aa-ed966fea1f2d,WB-REG-0202-L2,2,"In Portugal, some zones within a broader wine region receive a higher-controlled appellation status. Under which DOC title are certain areas of Alentejo classified?","A. Douro DOC
B. Bairrada DOC
C. Alentejo DOC
D. Dão DOC",C,C,0.85,True,"Alentejo is a broad wine region in Portugal, and certain higher-controlled zones within it are classified under the Alentejo DOC designation, with some sub-regions like Portalegre receiving more specific classification within this framework.",C,0.92,True,"The Alentejo wine region in Portugal has a DOC (Denominação de Origem Controlada) framework where specific sub-zones such as Borba, Évora, Granja-Amareleja, Moura, Portalegre, Redondo, Reguengos, and Vidigueira are classified under the Alentejo DOC, giving them higher controlled appellation status within the broader region.",fail
c92540e5-4096-4ba5-9d7c-6cae017590e6,WB-REG-0205-L2,2,"One U.S. state is responsible for the vast majority of the nation's wine production, with some estimates indicating that as much as 90% of American wine volume originates there. Which state is this?","A. California
B. New York
C. Washington
D. Oregon",A,A,0.98,True,"California is by far the dominant wine-producing state in the U.S., accounting for approximately 90% of American wine production due to its ideal climate, extensive vineyard acreage, and established wine regions like Napa Valley and Sonoma County.",A,0.99,True,"California dominates U.S. wine production, accounting for roughly 85-90% of all American wine, with major regions like Napa Valley, Sonoma, and the Central Valley producing enormous volumes.",fail
